DatasetName,SDG,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Cluster_G_0.5,Cluster_G_0.5_time,Cluster_G_1,Cluster_G_1_time,Cluster_G_1.5,Cluster_G_1.5_time,Cluster_G_2,Cluster_G_2_time,Cluster_G_2.5,Cluster_G_2.5_time,BNLogLikelihood,BNLogLikelihood_time,GMLogLikelihood,GMLogLikelihood_time,ContinousKLDivergence,ContinousKLDivergence_time,DiscreteKLDivergence,DiscreteKLDivergence_time,KSComplement,KSComplement_time,CSTest,CSTest_time,CrCl,CrCl_time,Quality,Original dataset
SD0Q2_0,SD0Q2,0.0269335008752454,0.1411304150024079,15.387917171125086,0.1552141459978884,1.2576738406804,24.95398797099915,0.8315370659613605,28.37056050800311,1.1619167630735805,33.7014312350002,1.17733400099454,37.80496162599593,1.0200964907030938,43.79504772599466,-0.7580443336240362,0.4006780429990613,-30.168041650124223,1.5329830429982394,0.6122808525910385,0.1428054780044476,,0.0007995990017661,0.8434244791666667,0.0081062140016001,0.7082142511458079,0.0014273679989855,,0.0010716800024965,Q2,D0
SD0Q2_1,SD0Q2,0.0304263091346009,0.0264538789997459,18.74883423804738,0.0335599460013327,1.5429671680898631,25.51327829899673,1.0970055695943783,33.38798010999744,1.2196730187035765,35.34129970899812,1.881577672949944,37.74928716199793,1.582131564794668,52.79660518500168,-0.7588563402879833,0.0426863829998183,-29.723303612840244,1.323979197004519,0.5990881438699768,0.143112318997737,,0.0006442640005843,0.8380533854166666,0.0081315990028087,0.7061830640247252,0.0010430969996377,,0.0006405579988495,Q2,D0
SD0Q2_2,SD0Q2,0.0378658298003357,0.026915098002064,20.08619849530828,0.0319783750019269,1.423487300117917,18.05636089199833,1.0663712683998094,35.55297399700066,1.4371179542365782,28.66524459500215,0.7731160008365996,36.44156246299826,0.9119080035171744,43.40731871799653,-0.7604803536158773,0.0426713839988224,-29.55758231920096,1.4464838519998011,0.6230024968412564,0.1348250380033278,,0.0006571519988938,0.83837890625,0.0078171019995352,0.7021269749819105,0.0011315599986119,,0.0005705509975086,Q2,D0
SD0Q2_3,SD0Q2,0.0258693868619985,0.026124730000447,14.49152957758695,0.0325643489995854,1.3837109860649994,25.44494978300645,0.7230928365591907,30.75346661700314,1.453197357539456,36.88924433799548,0.8693264484460047,43.7608990469962,1.1741457530347972,44.02234282900463,-0.740180187017201,0.0432030509982723,-29.58218802239978,1.385581837996142,0.5965272318863273,0.1472759000025689,,0.0005682569972123,0.8411458333333334,0.0078334010031539,0.753402513657992,0.0011513950012158,,0.000396240997361,Q2,D0
SD0Q2_4,SD0Q2,0.0318856570544456,0.0303708310020738,16.516759219325532,0.03344553700299,1.112950397338453,21.760003408002376,1.1460540859320314,33.443461829992884,1.5076125192591967,28.84813496699644,1.5373852559997416,44.90348840899969,1.164725039673426,47.45527656299964,-0.7474882469927245,0.043858064993401,-29.505837408462128,1.4361601050040915,0.5981929765436543,0.1459064059963566,,0.0007912229993962,0.8375651041666666,0.0087618000034126,0.7348039575887315,0.0012270560036995,,0.0008037680017878,Q2,D0
SD0Q2_5,SD0Q2,0.0365419618920658,0.0267354890020214,22.472657281393285,0.0369292399991536,1.7894688251504065,19.04869078300544,1.1704203245552252,26.0912242839986,1.557431879620588,34.349082107997674,1.3096736381062812,39.5725531279968,1.243891305318203,44.55300037199777,-0.7612923602798244,0.0454718839973793,-29.739166274895823,1.4101108179966104,0.6086190125040264,0.142084374994738,,0.0005581649966188,0.8349609375,0.0081217580009251,0.700102098964976,0.0011214819969609,,0.0005819420039188,Q2,D0
SD0Q2_6,SD0Q2,0.0287142424402071,0.0268469479997293,16.622186937753344,0.0398748980005621,1.0241160825323057,22.29309596499661,1.2355320512376695,32.95917430600093,0.7641605135864005,29.89793402000214,1.039424964966397,33.92806886100152,1.4593116015363006,43.76236446000257,-0.740180187017201,0.0436747510029817,-29.763862681415333,1.4019987959982243,0.6024098839578823,0.1477683320044889,,0.0005799229984404,0.8247070312499999,0.0078607440009363,0.753402513657992,0.0011426139972172,,0.0005079789989395,Q2,D0
SD0Q2_7,SD0Q2,0.0280213102744881,0.0274249130015959,11.26541729973632,0.0354214969993336,1.2065006972459558,20.08822418399359,1.504189044215205,31.26070504100062,1.3494655128763855,28.61145507099718,1.176797199518088,35.9909256930041,0.952784342673256,49.251822774000175,-0.7296241003858895,0.0691643289974308,-29.740338486947564,4.67146760399919,0.6107067510913519,0.1416855060015223,,0.0005810170041513,0.8338216145833334,0.0091604690023814,0.7805189894552691,0.001771318995452,,0.0008785949976299,Q2,D0
SD0Q2_8,SD0Q2,0.0232502312412804,0.0347961059960653,14.769647509766097,0.0377912099938839,0.8433132122002978,20.224667486996623,0.5586721056674998,29.902094076998765,1.8212949766409696,33.67377055500401,1.6616408211474245,36.524525141001504,1.7596196429293032,39.24526773899561,-0.7442402203369364,0.0429097579981316,-29.78295026484786,1.3512846599987824,0.5905450347680528,0.143942839000374,,0.0006472999957622,0.8349609375000001,0.0079613959969719,0.7430515308922657,0.0011004309999407,,0.000595012003032,Q2,D0
SD0Q2_9,SD0Q2,0.0337316078524127,0.0382497169994167,16.84189568965145,0.033078877000662,2.324154094740144,23.87749777400313,1.1194691316308507,32.18239649000316,0.7164633518932679,29.299178068999023,1.3236352765607198,34.951906868998776,1.6974436572517515,41.48575083500327,-0.7377441670253599,0.0471738589985761,-29.253187116780182,6.418363905002479,0.6039489730342785,0.1338264689984498,,0.0005356659967219,0.8388671875,0.0083242890032124,0.7596345805930761,0.0011587379995035,,0.0004626549998647,Q2,D0
