Dataset id,SDG,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Cluster_G_0.5,Cluster_G_0.5_time,Cluster_G_1,Cluster_G_1_time,Cluster_G_1.5,Cluster_G_1.5_time,Cluster_G_2,Cluster_G_2_time,BNLogLikelihood,BNLogLikelihood_time,GMLogLikelihood,GMLogLikelihood_time,ContinousKLDivergence,ContinousKLDivergence_time,DiscreteKLDivergence,DiscreteKLDivergence_time,KSComplement,KSComplement_time,CSTest,CSTest_time,CrCl,CrCl_time,Quality,Original dataset
SD205Q500_0,SD205Q500,0.456107450339708,0.1875507090001065,868.6500040353517,0.1766195099999095,,,5.849113393559325,176.9344490389999,,,3.787470776704761,283.9260936600001,-17.77511770277576,1.1032348590001675,-27.314598888425586,10.284793458999957,0.870322250096006,0.1332344530001137,0.927326063961122,0.2257867280000027,0.8703539823008849,0.0129395760000079,0.9696209312115194,0.0090488129999357,0.2099580255255343,10.091373103000024,Q500,D205
SD205Q500_1,SD205Q500,0.5163493837542885,0.2972150470000088,900.992675983645,0.4365055589998974,,,3.703666928145277,161.9702454650003,,,2.13003264540259,263.3921414340002,-17.867813557661915,1.023527684999863,-27.38709987545209,12.911782936000236,0.8686155745244397,0.138282786000218,0.925819222954719,0.222928740000043,0.8768015170670038,0.0116859800000383,0.9650900542718024,0.0071792290000303,0.1988895996398174,8.075874976999785,Q500,D205
SD205Q500_2,SD205Q500,0.5551863490778811,0.1775707490000968,996.6343588613904,0.3770116059999964,,,1.67230300546697,189.8998724439998,,,2.316374942169337,278.4028684130003,-17.957012441961044,0.8284093590000339,-27.64694806194484,11.045462983000109,0.8739605363109749,0.131955414999993,0.9224678198664006,0.2445491020002919,0.8697218710493048,0.0117467119998764,0.9719608250867054,0.0079427999999097,0.1872571597356474,10.58952759299973,Q500,D205
SD205Q500_3,SD205Q500,0.5170870261820136,0.2553776889999426,868.1331603765561,0.3230424980001771,,,4.910211345315078,163.12228357800086,,,3.697347696895844,281.5971378859995,-17.89213304559203,0.8035869739996997,-27.29578146970185,12.670836549000342,0.8700451860990287,0.1285025999995923,0.922809702705404,0.222152938000363,0.8735145385587862,0.0138456189997668,0.9693523637763772,0.0076304180001898,0.1814860686208864,8.893216772000414,Q500,D205
SD205Q500_4,SD205Q500,0.548268239808756,0.1640523109999776,902.3110402580636,0.2016017870000723,,,3.5872992723969173,168.4954302870001,,,2.88284366830295,307.9960939769999,-17.914843182352588,0.8441805840002417,-28.893198726435315,11.8781145439998,0.8741798521640806,0.1250683099997331,0.9290757324877856,0.2177004469995154,0.8697218710493047,0.0113574919996608,0.9655040284791896,0.0072131010001612,0.2026011103669439,8.781799004999812,Q500,D205
SD205Q500_5,SD205Q500,0.6427907521853148,0.3150300359993707,961.0628035939644,0.300599599000634,,,1.8370643534530395,147.64529874299933,,,2.643686386562025,277.18599192999955,-17.808133632835826,0.8081440870000733,-29.53305890185192,13.053674488999604,0.8763307536818504,0.1240969359996597,0.9280482892399792,0.2180379600004016,0.8763590391908976,0.0115886220000902,0.9724120768219764,0.007146480999836,0.1974008183174238,10.399502288999429,Q500,D205
SD205Q10_0,SD205Q10,3.716523299412474,0.2015904119980405,7201.632968397046,0.1876134869999077,,,8.904455954465538,185.8583493699989,,,7.494953789899269,313.43410291300097,-18.91597730676825,0.9330657089994928,-35.368940949194865,11.185854256000312,0.7050917517052242,0.1339369369998166,0.7238213072844257,0.2319043970019265,0.8003792667509481,0.0119450890015286,0.8948295425943307,0.0078051519994915,0.1927110693128052,10.191301571998338,Q10,D205
SD205Q10_1,SD205Q10,5.382926813718584,0.2014830150001216,11084.2692533846,0.1943026199987798,,,9.595132894043092,193.1209613499996,,,6.702561881679024,348.60325325399754,-18.89200784123254,0.8607327480021922,-35.82612916991348,10.43565585900069,0.7019007312763337,0.1291221139981644,0.7204216497158356,0.2253148599993437,0.8028445006321112,0.0115871199996036,0.8905675357968486,0.007091894000041,0.1954520366386481,10.204894138998498,Q10,D205
SD205Q10_2,SD205Q10,5.938426653104247,0.2124528550011746,11743.277834560153,0.2120253159991989,,,8.374716160202702,155.29877320400192,,,6.015083486539489,293.48012146399924,-18.87049972072624,1.0316068190004444,-35.84678444444972,11.936874269998953,0.7064949793318961,0.1374136750018806,0.7124968415317767,0.2197742870012007,0.7996839443742099,0.0128596340000513,0.8893580959350104,0.0074571849982021,0.1984503854851745,8.720513832002325,Q10,D205
SD205Q10_3,SD205Q10,4.183675419046583,0.2237825329975749,8029.426460242887,0.2382772599994496,,,11.33696482109901,140.92714035400058,,,8.55454745618234,262.7457602960021,-18.90265987697746,0.8373555469988787,-36.94323334941416,12.32808152099824,0.687672854436545,0.1237254199986637,0.7164016112275877,0.2298123079999641,0.7996207332490519,0.0118975740006135,0.890094206896457,0.0087036059994716,0.1952686458648912,10.54036036099933,Q10,D205
SD205Q10_4,SD205Q10,5.908493667370245,0.3539876030008599,12440.015454678409,0.3774365749995922,,,7.888499510176837,196.31067397899824,,,5.7362320173997645,317.6929141270012,-18.921913063147706,0.8563384039989614,-35.29469711551624,12.180781077000574,0.695746156783109,0.1240187240000523,0.7130802609988431,0.2255808469999465,0.8017699115044248,0.0132528110007115,0.884770419164394,0.0071344150019285,0.2050627248191721,10.75208160499824,Q10,D205
SD205Q10_5,SD205Q10,5.6582192681263965,0.3418748450021667,11246.73729214636,0.3456807110014779,,,9.534456339920052,145.580338380998,,,6.716247715790503,315.01673993700024,-18.852150355042905,0.8363770480027597,-34.70243813319542,12.833348389001912,0.693806623421759,0.1431169499992393,0.7162506058929126,0.2223506230002385,0.7958912768647283,0.0129353140000603,0.8939064851104493,0.007454015998519,0.1867169287636241,8.325741798998934,Q10,D205
SD205Q10_6,SD205Q10,3.8184227333895806,0.1324484320030023,7289.331982397808,0.2884641620003094,,,8.363332629230271,163.24647569999797,,,7.526351306164989,316.8053449250001,-18.89846594661798,0.8506393770003342,-35.11366440741504,9.603174553001736,0.707476265646805,0.1376558379997732,0.7181428043737684,0.2333917209980427,0.7996839443742099,0.0148551370002678,0.8909581092954901,0.0076345419984136,0.2099683021148,10.347936203001154,Q10,D205
SD205Q10_7,SD205Q10,5.6518777882321904,0.1815512809989741,10238.28432878498,0.2033974790028878,,,8.926827347620058,208.25404090699885,,,5.721084019164897,287.56489705199783,-18.9887323498394,0.809602569002891,-37.22787186134418,11.06751178400009,0.7012953293271177,0.1736335259993211,0.71799505459204,0.2462506830015627,0.8005056890012642,0.0120635370003583,0.8841351882087636,0.0080195639966405,0.19184720302924,10.172124706998147,Q10,D205
