Dataset id,SDG,Cluster_G_2,Cluster_G_2_time,Quality,Original dataset
SD0Q1000_0,SD0Q1000,1.961746834111428,114.8034281,Q1000,D0
SD0Q1000_1,SD0Q1000,2.180395707933673,113.0943216,Q1000,D0
SD0Q1000_2,SD0Q1000,2.434342093013482,108.66021970000004,Q1000,D0
SD0Q1000_3,SD0Q1000,1.8685245910182016,111.50011560000002,Q1000,D0
SD0Q1000_4,SD0Q1000,1.6087617865813306,108.01393190000005,Q1000,D0
SD0Q1000_5,SD0Q1000,1.3056765708012554,108.3269466999999,Q1000,D0
SD0Q1000_6,SD0Q1000,1.811058012926803,100.95602559999998,Q1000,D0
SD0Q1000_7,SD0Q1000,1.856133876621494,98.26095610000004,Q1000,D0
SD0Q1000_8,SD0Q1000,1.297458402647547,102.60829020000006,Q1000,D0
SD0Q1000_9,SD0Q1000,1.297743524731931,94.76672470000004,Q1000,D0
SD0Q100_0,SD0Q100,8.970927093228514,91.87088219999988,Q100,D0
SD0Q100_1,SD0Q100,9.787062942316345,99.28299229999992,Q100,D0
SD0Q100_2,SD0Q100,9.16163916795904,98.12121219999996,Q100,D0
SD0Q100_3,SD0Q100,10.213896440642822,96.4208415999999,Q100,D0
SD0Q100_4,SD0Q100,10.07331019272363,95.1554658,Q100,D0
SD0Q100_5,SD0Q100,10.247986678597572,97.50968149999994,Q100,D0
SD0Q100_6,SD0Q100,10.871529774686207,95.10943050000014,Q100,D0
SD0Q100_7,SD0Q100,8.95933828364098,98.56459309999993,Q100,D0
SD0Q100_8,SD0Q100,10.528202955760817,101.10923750000006,Q100,D0
SD0Q100_9,SD0Q100,9.030049841334373,98.38769879999997,Q100,D0
SD0Q10_0,SD0Q10,8.069195305470961,95.98798729999976,Q10,D0
SD0Q10_1,SD0Q10,7.74888838130567,93.30678230000012,Q10,D0
SD0Q10_2,SD0Q10,7.148753528800496,98.90709670000024,Q10,D0
SD0Q10_3,SD0Q10,8.495705457275607,99.19318109999996,Q10,D0
SD0Q10_4,SD0Q10,7.458723630005551,96.72939020000013,Q10,D0
SD0Q10_5,SD0Q10,8.24775831240648,98.97097380000014,Q10,D0
SD0Q10_6,SD0Q10,7.636195674095242,99.61958570000024,Q10,D0
SD0Q10_7,SD0Q10,8.054684992295675,99.81381599999986,Q10,D0
SD0Q10_8,SD0Q10,8.043284506132748,102.46090400000004,Q10,D0
SD0Q10_9,SD0Q10,7.766610701734087,100.50403239999967,Q10,D0
SD0Q1500_0,SD0Q1500,3.2050153192446587,100.2356162000001,Q1500,D0
SD0Q1500_1,SD0Q1500,2.235435933087132,102.71194700000024,Q1500,D0
SD0Q1500_2,SD0Q1500,2.279678674809104,98.02200099999982,Q1500,D0
SD0Q1500_3,SD0Q1500,1.207362796391755,104.34549709999963,Q1500,D0
SD0Q1500_4,SD0Q1500,2.5477325058761244,96.81188299999984,Q1500,D0
SD0Q1500_5,SD0Q1500,1.9309844601335853,103.40584179999996,Q1500,D0
SD0Q1500_6,SD0Q1500,2.271460798882694,103.31653379999987,Q1500,D0
SD0Q1500_7,SD0Q1500,2.2369035487590616,103.32429809999984,Q1500,D0
SD0Q1500_8,SD0Q1500,1.1040244817263236,97.74102670000002,Q1500,D0
SD0Q1500_9,SD0Q1500,1.587839663397021,98.7779688999999,Q1500,D0
SD0Q500_0,SD0Q500,3.9810278601044473,104.66851380000026,Q500,D0
SD0Q500_1,SD0Q500,3.986087034587859,103.9924590999999,Q500,D0
SD0Q500_2,SD0Q500,3.265146557017062,101.65116059999946,Q500,D0
SD0Q500_3,SD0Q500,4.396293996011987,99.96507159999965,Q500,D0
SD0Q500_4,SD0Q500,4.346133858234007,100.97838689999936,Q500,D0
SD0Q500_5,SD0Q500,4.541741070178898,96.90807469999982,Q500,D0
SD0Q500_6,SD0Q500,3.7761372632802312,104.9230080999996,Q500,D0
SD0Q500_7,SD0Q500,3.5010161986655874,97.60857360000044,Q500,D0
SD0Q500_8,SD0Q500,4.06722788104238,105.3632372000002,Q500,D0
SD0Q500_9,SD0Q500,3.966471101471383,94.74335679999967,Q500,D0
SD1Q1000_0,SD1Q1000,4.555750525178774,168.33085889999984,Q1000,D1
SD1Q1000_1,SD1Q1000,3.796786258244034,158.05522549999932,Q1000,D1
SD1Q1000_2,SD1Q1000,4.812187155868554,180.52924540000004,Q1000,D1
SD1Q1000_3,SD1Q1000,4.486713788088771,147.89559279999958,Q1000,D1
SD1Q1000_4,SD1Q1000,5.727421507835075,163.4938684999997,Q1000,D1
SD1Q1000_5,SD1Q1000,4.728441090027082,159.460865,Q1000,D1
SD1Q1000_6,SD1Q1000,4.018127848951565,157.07607970000026,Q1000,D1
SD1Q1000_7,SD1Q1000,3.604817209849055,146.1554589999996,Q1000,D1
SD1Q1000_8,SD1Q1000,4.126937482822548,156.0181838999997,Q1000,D1
SD1Q1000_9,SD1Q1000,3.869471755234288,162.7565800000002,Q1000,D1
SD1Q100_0,SD1Q100,4.189235488051058,206.9377515999995,Q100,D1
SD1Q100_1,SD1Q100,4.96472034042178,188.1389866999998,Q100,D1
