Epoch,Loss_G,Loss_D
1,2.3394,-0.0413
2,2.1727,-0.1321
3,2.118,-0.1457
4,2.1559,-0.5764
5,2.2819,-0.4344
6,2.0293,-0.8715
7,1.9781,-1.192
8,2.2127,-1.634
9,2.0882,-1.3805
10,2.1674,-1.6036
11,2.3668,-1.817
12,2.2747,-2.043
13,2.248,-1.6386
14,2.3013,-1.711
15,2.0262,-2.3176
16,1.773,-1.7304
17,1.4587,-1.8047
18,2.0409,-1.6122
19,2.0386,-1.9051
20,1.3944,-1.5291
21,1.7762,-2.0363
22,1.5574,-0.9666
23,1.3559,-1.4822
24,0.5999,-1.6624
25,1.0843,-1.2348
26,1.1274,-1.5228
27,1.9846,-1.0107
28,1.8119,-0.5814
29,1.688,-1.2319
30,2.236,-0.827
31,0.8593,-1.0374
32,1.0715,-0.8676
33,1.9209,-1.3471
34,1.4464,-0.7783
35,1.7958,-1.1201
36,2.1546,-1.1421
37,1.4355,-1.1701
38,1.7027,-0.3452
39,1.1693,-0.3434
40,1.2636,-0.6485
41,1.6404,-0.591
42,1.1038,-1.1976
43,1.6684,-0.6669
44,1.4672,-0.3334
45,1.4981,-0.0864
46,1.7255,-0.1387
47,1.3827,-0.4259
48,1.604,-0.1086
49,1.2399,-0.214
50,1.7064,-0.1987
51,1.3483,-0.1888
52,1.0471,-0.0463
53,1.3923,0.1106
54,0.6449,-0.1263
55,0.9646,-0.2144
56,0.9866,0.8007
57,0.5418,0.2065
58,0.5991,-0.0672
59,1.079,-0.1872
60,0.8021,0.71
61,0.1355,-0.085
62,0.9596,0.2212
63,0.5839,-0.1526
64,0.0561,0.3031
65,1.183,0.3538
66,0.4865,0.2727
67,0.5878,0.4519
68,0.6306,-0.335
69,0.3921,0.2041
70,0.2904,0.404
71,0.8876,0.5744
72,1.19,0.1009
73,1.0385,0.2219
74,0.7471,-0.0138
75,0.7882,0.0012
76,1.2005,0.6903
77,1.0016,0.0273
78,0.5332,-0.0345
79,1.0031,0.4957
80,0.7966,0.1035
81,0.8325,-0.2265
82,0.7076,0.4193
83,1.117,0.5728
84,0.8674,0.4352
85,0.9468,0.1283
86,0.7788,0.4952
87,0.7718,0.0675
88,1.1089,0.0885
89,0.7522,0.2281
90,0.5822,0.2021
91,1.4118,-0.1127
92,1.7936,0.3999
93,1.0821,0.2347
94,0.7781,0.3067
95,0.7621,0.1024
96,1.1044,0.5063
97,0.6363,-0.1702
98,1.1711,0.5295
