Epoch,Loss_G,Loss_D
1,1.1262,-0.0431
2,1.2636,-0.0699
3,1.3028,-0.072
4,1.0909,-0.0139
5,1.2921,-0.0192
6,1.1095,-0.0763
7,1.1422,-0.1539
8,1.0738,-0.011
9,1.4734,-0.1576
10,1.2622,-0.2018
11,1.3581,-0.2009
12,1.4923,-0.1862
13,1.2123,-0.331
14,1.2178,-0.2646
15,1.1971,-0.257
16,1.2458,-0.1611
17,1.2628,-0.2522
18,1.1566,-0.3261
19,1.3306,-0.4016
20,1.0712,-0.5441
21,1.2382,-0.5298
22,0.9763,-0.4833
23,1.2797,-0.2644
24,1.0829,-0.4316
25,1.2804,-0.6606
26,1.3004,-0.5857
27,1.0426,-0.6839
28,1.1034,-0.4587
29,1.1916,-0.8443
30,0.9556,-0.7916
31,1.1302,-0.7589
32,1.1118,-0.8388
33,1.1323,-0.907
34,1.0422,-1.3143
35,0.7883,-0.4441
36,1.2333,-0.7685
37,0.7626,-0.5909
38,1.0947,-0.844
39,0.8279,-0.9372
40,0.9513,-0.5945
41,1.0082,-0.8801
42,0.8843,-0.3537
43,0.7004,-0.0054
44,0.5217,-0.3641
45,0.8764,-0.5017
46,1.1769,-0.7477
47,0.3798,-0.7236
48,0.5515,0.0111
49,0.4211,-0.137
50,0.6878,0.0105
51,0.3499,-0.4852
52,0.8519,-0.7059
53,0.4401,-0.5695
54,0.4053,-0.3227
55,0.5364,-0.7044
56,0.6854,0.0096
57,0.3018,-0.1135
58,0.3969,-0.2683
59,0.5377,-0.1567
60,0.2028,-0.23
61,1.0026,-0.2322
62,0.1272,0.0284
63,0.2938,0.081
64,0.4693,0.7254
65,0.6869,0.1694
66,0.5902,-0.0962
67,0.2574,-0.0972
68,0.3425,-0.1102
69,-0.0379,0.54
70,0.352,0.3396
71,0.4459,-0.0815
72,0.4712,-0.4424
73,0.362,0.1403
74,0.612,0.319
75,0.2802,0.0459
76,-0.2477,-0.2844
77,0.4325,-0.1707
78,0.1743,-0.0784
79,0.4504,-0.0226
80,0.4435,-0.1288
81,0.6274,0.3255
82,0.3092,-0.3424
83,0.2284,0.034
84,0.6492,-0.363
85,0.05,-0.1138
86,0.5255,-0.2716
87,0.6128,0.1945
88,0.7071,-0.1911
89,0.5768,-0.1567
90,0.5003,-0.126
91,0.5719,0.0246
92,0.5513,0.0582
93,0.9268,-0.017
94,0.5313,0.4071
95,0.1058,-0.1941
96,0.4955,0.0384
97,0.807,-0.0069
98,0.2888,0.6456
99,0.4803,0.1078
100,0.8326,0.1546
101,1.1084,0.0993
102,0.4139,0.1546
103,0.8506,-0.1403
104,0.6928,0.0313
105,0.7319,-0.0739
106,1.0029,0.1887
107,0.6506,0.0336
108,0.7742,0.0198
109,0.5797,-0.2623
110,0.7624,-0.0469
111,0.7989,0.4065
112,0.3052,-0.245
113,0.7995,-0.0339
114,0.3915,-0.0089
115,0.7275,-0.1738
116,0.9611,-0.1029
117,1.0204,-0.1588
118,1.0394,-0.5085
119,0.8423,-0.2841
120,0.8364,-0.3285
121,0.8583,0.4078
122,0.5555,0.1496
123,1.0697,-0.3043
124,0.6173,-0.293
125,0.9777,-0.0184
126,1.2941,0.066
127,0.8771,-0.2302
128,0.9242,0.2833
129,0.8329,0.0197
130,1.15,-0.0378
131,0.7401,-0.0893
132,1.2104,0.1545
133,0.4668,0.2817
134,0.5728,-0.1027
135,0.7347,-0.4037
136,1.3063,0.0962
137,0.8774,-0.0593
138,1.0655,0.0702
139,1.1542,0.1214
140,1.0613,0.1414
141,1.0254,-0.2357
142,0.7737,-0.7063
143,0.763,0.2994
144,0.7348,0.3055
145,0.7031,0.1842
146,1.5256,0.0752
147,1.3552,0.3728
148,0.9419,0.1562
149,1.0417,-0.0567
150,1.3566,-0.1613
151,0.8698,-0.0063
152,0.896,0.4723
153,1.0972,0.2548
154,0.5417,0.0856
155,0.6332,-0.2639
156,0.6156,0.027
157,1.1332,0.0496
158,0.969,0.0268
159,0.529,-0.0089
160,0.9715,0.4866
161,1.0575,0.2443
162,0.6554,0.3506
163,0.8208,-0.1598
164,0.5926,0.7007
165,0.6899,0.1763
166,1.0099,0.2475
167,0.712,0.5839
168,0.8317,0.042
169,0.645,0.2865
170,0.6952,0.0587
171,0.7994,0.2046
172,0.6761,0.2366
173,0.8437,0.4581
174,0.5603,0.2831
175,0.803,0.1278
176,0.3392,-0.0692
177,0.6727,0.0886
178,0.3369,0.6552
179,0.5266,0.3063
180,0.4413,0.2434
181,0.4657,0.2636
182,0.2382,0.2831
183,0.3092,0.2215
184,0.5655,0.054
185,0.3398,-0.0651
186,0.5029,0.3082
187,0.3577,0.1378
188,0.7514,0.1495
189,0.4181,0.6174
190,0.1659,-0.0054
191,0.1992,0.2089
192,0.0072,0.0928
193,0.3526,0.4103
194,0.1617,0.094
195,0.1492,-0.1224
196,0.2934,0.1613
197,0.3067,0.3697
198,0.4225,-0.0896
199,0.0829,0.0832
200,0.3847,-0.0474
201,0.476,-0.1653
202,-0.059,0.0507
203,0.1485,0.0757
204,-0.1642,-0.2801
205,0.2393,-0.3439
206,0.4589,-0.5371
207,0.2886,-0.5863
208,0.5053,-0.1955
209,0.2689,-0.6388
210,0.2949,-0.0559
211,-0.0621,-0.0134
212,0.5247,-0.5841
213,0.04,-0.1923
214,0.1501,-0.3919
215,0.249,-0.1063
216,0.0544,-0.3709
217,0.3926,-0.0258
218,0.183,0.1357
219,0.1931,0.2144
220,-0.0245,-0.2244
221,0.4953,-0.0729
222,-0.148,-0.2511
223,0.0893,-0.3016
224,0.6125,-0.4678
225,-0.0067,-0.101
226,-0.1885,-0.327
227,0.3307,-0.2118
228,0.2102,-0.1873
229,-0.1782,0.0428
230,-0.1211,-0.1871
231,0.1087,-0.4363
232,0.2461,-0.0015
233,-0.1402,-0.0136
234,0.1836,0.1744
235,0.0719,-0.1308
236,-0.0159,-0.4699
237,0.2186,-0.5498
238,0.1239,0.3645
239,0.0868,-0.441
240,0.2145,-0.0887
241,0.1385,0.059
242,-0.31,0.3403
243,0.0879,-0.1798
244,0.2227,0.4445
245,-0.3611,0.2145
246,-0.167,-0.2296
247,-0.0821,0.2297
248,-0.1588,0.0733
249,-0.0139,0.4745
250,-0.4157,0.0748
251,-0.2563,0.0387
252,-0.045,-0.2041
253,0.1743,0.4347
254,-0.1264,-0.0042
255,-0.3102,0.1614
256,0.1742,-0.0002
257,0.021,0.0749
258,-0.1215,0.5143
259,-0.1293,0.2637
260,-0.4099,0.2227
261,-0.2982,0.5204
262,-0.3774,0.3718
263,-0.3002,0.4377
264,-0.2565,0.2809
265,-0.0109,0.2102
266,-0.117,0.1364
267,-0.3248,0.1932
268,0.0657,0.3398
269,-0.2279,0.064
270,0.1666,-0.0175
271,0.1564,0.2778
272,-0.4642,0.2039
273,-0.1809,0.4831
274,-0.0486,0.1455
275,-0.1432,0.3553
276,-0.0556,0.2138
277,0.0204,0.0319
278,-0.0679,0.2422
279,-0.022,0.1121
280,-0.1155,0.0679
281,0.1998,-0.0302
282,-0.3156,0.2425
283,0.0162,-0.0081
284,-0.1773,-0.2908
285,-0.3628,0.1817
286,-0.0018,0.3127
287,-0.3577,0.0094
288,-0.1576,0.1354
289,-0.1201,-0.139
290,0.1218,-0.0137
291,0.0882,-0.1689
292,0.233,0.0998
293,0.1408,0.0151
294,-0.3032,-0.0761
295,0.3213,-0.0326
296,0.0829,0.023
297,0.1837,0.1603
298,-0.0485,-0.0107
299,0.3137,-0.1822
300,0.0967,-0.1068
301,0.1815,0.1292
302,0.4675,-0.4542
303,0.1719,-0.0751
304,0.099,-0.1526
305,0.0722,-0.5406
306,0.1477,-0.1128
307,0.541,-0.1759
308,0.2418,-0.2907
309,0.2684,-0.234
310,0.1919,-0.1032
311,0.6487,-0.131
312,0.3723,-0.0915
313,0.3236,-0.0437
314,0.4801,0.1495
315,0.5109,-0.077
316,0.3299,-0.2777
317,0.5509,-0.2318
318,0.513,-0.6101
319,0.2262,-0.0021
320,0.1064,-0.1822
321,0.6029,-0.3074
322,0.5203,-0.1637
323,0.3,-0.2794
324,0.6198,-0.1421
325,0.6849,-0.3654
326,0.5062,-0.3076
327,0.5537,-0.5496
328,0.1711,-0.2799
329,0.2479,0.0221
330,0.553,-0.1941
331,0.4567,-0.2186
332,0.484,-0.1811
333,0.2927,-0.1725
334,0.5824,0.0666
335,0.3192,0.1915
336,0.5982,-0.3241
337,0.5995,-0.4459
338,0.4855,-0.1622
339,0.22,0.138
340,0.2395,-0.1684
341,0.2957,-0.4212
342,0.8059,0.22
343,0.7565,0.4031
344,0.4324,0.1356
345,0.6415,-0.0982
346,0.3975,0.0164
347,0.5705,-0.2702
348,0.267,0.1645
349,-0.0782,-0.0687
350,-0.2559,0.1433
351,0.2396,0.1601
352,0.2245,0.275
353,0.0555,-0.0385
354,0.2301,0.3309
355,0.124,0.3719
356,0.0083,0.2954
357,0.1056,0.2821
358,0.0261,0.0968
359,0.0669,0.218
360,0.1003,0.3531
361,0.3038,0.3814
362,0.3958,0.2901
363,-0.0714,0.1593
364,-0.15,0.2107
365,-0.085,0.1228
366,-0.154,0.5754
367,0.046,0.6177
368,0.0411,0.0654
369,0.0235,0.288
370,0.4547,0.3145
371,0.5172,0.6351
372,0.0495,0.4571
373,0.0223,0.1866
374,0.0263,-0.0087
375,-0.0161,0.4999
376,-0.0543,0.0191
377,0.1259,0.3048
378,0.2461,-0.2034
379,0.1847,0.1572
380,0.012,0.151
381,0.0975,0.2228
382,-0.0875,0.3956
383,0.0443,0.0184
384,0.0734,-0.2708
385,0.0427,-0.5034
386,-0.0699,-0.2238
387,0.0025,0.2055
388,-0.0894,-0.2608
389,0.1373,-0.5127
390,0.161,-0.2204
391,-0.2049,-0.1156
392,0.1948,-0.2107
