Epoch,Loss_G,Loss_D
1,2.9802,-0.0693
2,4.2456,-0.1701
3,3.5275,-0.231
4,3.6487,-0.2918
5,4.1443,-0.4028
6,3.3309,-0.4364
7,3.909,-0.4803
8,3.496,-0.5484
9,3.7879,-0.5749
10,3.5246,-0.4114
11,3.7288,-0.5233
12,2.8563,-0.3465
13,3.6759,-0.4661
14,3.6142,-0.4727
15,3.2214,-0.1992
16,3.8988,-0.4055
17,3.1399,-0.3494
18,3.2941,-0.1734
19,2.9814,0.0145
20,3.871,0.1476
21,3.5037,0.0495
22,3.5987,-0.0929
23,3.7376,-0.1186
24,3.3119,0.2909
25,2.9094,0.3137
26,2.9676,0.141
27,3.1246,-0.167
28,3.9491,0.0934
29,3.8205,0.3168
30,4.3093,0.2128
31,3.1122,-0.0084
32,4.1048,-0.013
33,4.0196,0.0576
34,4.5544,0.0131
35,3.8061,-0.0317
36,3.9548,-0.0546
37,3.3893,0.0914
38,3.8722,0.0432
39,4.2841,-0.0352
40,3.7196,0.0389
41,4.15,-0.015
42,3.2399,-0.0276
43,4.2722,-0.0966
44,2.6998,-0.0249
45,4.3752,-0.1164
46,3.9876,0.022
47,3.8428,0.1675
48,4.0161,0.2613
49,3.886,-0.0391
50,3.3599,0.1051
51,4.4892,0.0577
52,3.6536,0.1892
53,3.5782,0.2482
54,4.104,0.1012
55,3.2991,0.0773
56,2.869,0.0214
57,3.1606,-0.0469
58,3.1941,0.0521
59,4.2345,0.0797
60,3.3537,-0.1522
61,3.7558,0.0515
62,3.8781,0.0046
63,3.5245,-0.0505
64,4.3503,-0.1593
65,3.4538,-0.2567
66,3.7305,-0.0045
67,3.4929,-0.092
68,3.3033,0.0766
69,3.4203,-0.085
70,3.2717,-0.0016
71,3.2528,-0.1308
72,3.6857,0.0635
73,3.7317,0.0402
74,3.2416,-0.1127
75,3.2458,0.1035
76,3.9887,0.1371
77,3.5361,0.0417
78,3.8225,0.06
79,4.2841,0.0645
80,3.2991,0.2246
81,3.3743,0.0564
82,3.718,0.1185
83,3.9759,-0.0137
84,2.7887,0.1777
85,3.4245,-0.114
86,4.3222,-0.0375
87,3.668,-0.1178
88,3.2855,0.0349
89,3.4258,0.0325
90,3.8801,0.0011
91,3.8545,0.1255
92,4.662,0.0307
93,3.153,0.0141
94,3.5158,-0.0067
95,3.8846,0.207
96,3.1911,0.1128
97,4.0901,0.0251
98,4.263,0.0801
99,3.2565,-0.08
100,3.2756,0.096
101,4.7185,-0.0548
102,3.7843,0.1021
103,3.9358,0.3288
104,4.1581,-0.065
105,3.2894,0.0058
106,3.8642,-0.0129
107,3.3043,-0.0262
108,2.8146,0.1375
109,3.442,0.1525
110,2.7877,-0.0274
111,4.1864,0.0365
112,2.8948,-0.1253
113,3.0982,0.0495
114,2.5708,-0.0776
115,3.2668,-0.1017
116,4.0212,0.1089
117,3.6302,0.0591
118,3.3094,-0.0156
119,2.634,-0.0686
120,3.4589,0.0356
121,3.3877,0.0367
122,3.8392,-0.0846
123,2.7957,0.0422
124,4.2163,0.0584
125,3.1752,-0.2016
126,3.6614,-0.1336
127,3.6366,-0.0924
128,3.9221,-0.0904
129,3.1838,0.033
130,2.8308,0.0289
131,3.7605,0.1257
132,4.2622,0.1448
133,3.7272,0.0846
134,3.2608,-0.0154
135,4.3447,-0.1986
