Epoch,Loss_G,Loss_D
1,3.5962,-0.0735
2,3.9211,-0.1927
3,2.9903,-0.2449
4,3.7458,-0.3581
5,2.7988,-0.388
6,3.0768,-0.4925
7,3.5717,-0.5589
8,2.8056,-0.6155
9,3.7465,-0.549
10,3.7006,-0.7411
11,4.0811,-0.5859
12,3.9332,-0.5922
13,3.3794,-0.5937
14,3.8884,-0.4403
15,3.0399,-0.464
16,2.8049,-0.4138
17,2.6653,-0.045
18,3.0438,-0.2922
19,4.0578,0.0668
20,2.7212,0.074
21,3.1648,0.1346
22,3.2139,0.1184
23,3.3903,0.2621
24,3.4308,0.0336
25,3.9929,-0.0632
26,3.0674,0.0741
27,2.7104,0.2693
28,3.7631,0.0431
29,3.8325,-0.1184
30,4.0126,-0.0014
31,3.6085,-0.0138
32,3.5875,0.0769
33,3.7748,-0.0907
34,4.1106,0.0673
35,2.8306,0.239
36,3.4811,0.082
37,3.973,-0.1329
38,4.3886,-0.1375
39,3.2141,-0.0559
40,4.8162,0.1371
41,4.7281,0.0286
42,4.4158,-0.0026
43,4.1863,-0.0712
44,4.3463,-0.058
45,3.9729,-0.0164
46,4.2281,-0.0431
47,3.7131,-0.0106
48,4.2509,0.0988
49,3.2547,0.0676
50,4.1031,0.1066
51,4.2609,-0.0208
52,4.4061,0.0173
53,4.0419,0.0988
54,3.4305,0.0956
55,3.7425,0.1325
56,3.1407,0.0799
57,4.5957,-0.0223
58,4.0861,-0.0994
59,3.5019,0.1563
60,3.9624,0.1355
61,4.1281,-0.0603
62,3.7592,-0.0645
63,3.7583,-0.0909
64,4.7036,0.0551
65,4.1613,-0.0885
66,3.2586,-0.2449
67,4.2035,-0.0581
68,3.6735,0.0477
69,3.9268,-0.0172
70,3.4594,-0.1695
71,4.607,-0.1426
72,3.6367,0.0037
73,3.2337,0.1193
74,4.1276,0.267
75,3.4264,0.0276
76,3.8886,0.0593
77,3.464,-0.0427
78,3.9743,0.1656
79,3.7328,0.0902
80,3.8661,0.0194
81,3.5173,-0.0507
82,4.1917,0.0051
83,3.7759,0.0537
84,3.6055,-0.0951
85,3.8359,0.1864
86,3.8794,-0.011
87,3.6582,-0.0038
88,4.1393,0.1607
89,4.1458,-0.1224
90,3.7353,0.0419
91,4.0166,0.0647
92,3.7265,-0.0265
93,4.4862,-0.0935
94,3.7642,-0.0085
95,3.1525,0.1276
96,4.2585,-0.029
97,3.8728,0.0735
98,3.7915,-0.1611
99,3.8011,-0.0844
100,3.7441,-0.0222
101,3.8617,-0.2664
102,4.3117,0.0173
103,4.0759,0.0515
104,3.6063,-0.0662
105,3.292,0.0749
106,3.9872,0.0543
107,4.4502,-0.2877
108,2.9242,-0.1019
109,3.475,-0.0004
110,3.5077,-0.0914
111,3.6631,0.1309
112,3.292,-0.0814
113,3.5799,0.0877
114,3.148,0.0986
115,3.5391,0.1436
116,4.1522,-0.0183
117,4.0733,0.0451
118,3.9819,0.2345
119,3.7985,-0.0722
120,3.5046,-0.1482
121,3.9684,0.0528
122,3.2424,-0.2884
123,4.1298,-0.0924
124,2.831,0.1875
125,5.0165,-0.0255
126,4.7718,-0.0266
127,4.2905,0.0374
128,3.1464,-0.0445
129,3.992,-0.0937
130,3.4384,-0.0863
131,4.2347,0.1144
132,3.6372,-0.0596
133,3.1389,0.2642
134,3.8855,-0.0112
135,3.9884,0.1169
136,3.7057,-0.0753
137,4.0726,-0.0581
138,4.1361,0.027
139,3.3073,0.1644
140,3.8299,-0.0347
141,4.0006,0.0667
142,3.323,0.0391
143,3.5292,-0.0973
144,2.3141,0.0459
145,4.2746,-0.3086
146,4.5506,-0.0736
147,3.4624,0.0331
148,4.1315,-0.0988
149,3.6939,-0.0942
150,4.7673,-0.1537
151,4.1692,-0.0869
152,3.3009,0.0487
153,3.6442,-0.0615
154,3.3074,-0.079
155,3.6603,0.1884
156,3.7695,0.0126
157,4.1231,0.0601
158,3.4048,0.2327
159,4.0384,-0.0826
160,3.1992,0.0005
161,4.0757,0.1006
162,4.3177,0.0444
163,3.6743,-0.0356
164,3.6461,0.1191
165,2.9011,0.0098
166,3.3909,0.0922
167,3.7429,-0.055
168,3.8271,0.1526
169,2.7896,0.0555
170,3.5956,-0.1029
171,4.5084,0.2498
172,3.7949,-0.0748
173,3.5433,-0.1665
174,3.162,0.0328
175,3.6891,0.0658
176,3.8929,-0.033
177,3.8584,-0.0371
178,3.5357,0.0368
179,3.5031,-0.0955
180,3.7627,-0.0577
181,4.5475,0.0628
182,4.5235,0.1122
183,3.5018,0.0609
184,3.1641,0.2298
185,3.4033,-0.0277
186,3.6507,-0.0593
187,3.354,-0.0191
188,3.1778,0.1899
189,4.2341,0.0251
190,3.7311,0.0989
191,3.0873,-0.0777
192,3.3247,0.1092
193,4.3725,-0.0308
194,3.6806,0.346
195,3.8086,-0.0473
196,3.0074,-0.0043
197,3.3788,-0.0468
198,3.3937,-0.0917
199,3.6522,0.0742
200,3.8114,-0.0394
201,4.5031,-0.0032
202,3.5002,-0.0057
203,3.7555,-0.1824
204,3.8482,-0.0981
205,4.0786,-0.0042
206,3.3889,-0.0285
207,3.4119,-0.3861
208,4.2505,0.0107
209,4.6263,-0.2789
210,3.3697,-0.1487
211,3.43,0.0958
212,3.8308,-0.1126
213,2.9822,-0.1692
214,3.7702,-0.0567
215,3.6848,0.0764
216,3.7015,0.0399
217,3.603,-0.0537
218,4.7585,0.0154
219,4.2272,-0.2162
220,3.7773,-0.0008
221,3.6684,-0.3263
222,2.8163,-0.133
223,5.1438,-0.0081
224,4.0931,-0.1664
225,3.8667,-0.1981
226,3.6556,-0.1771
227,4.2389,0.1232
228,3.224,0.0541
229,4.3863,0.0662
230,3.4854,-0.1303
231,3.7631,0.1167
232,3.5054,0.0945
233,3.0859,0.0034
234,3.6876,-0.1991
235,3.4516,0.0493
236,4.3797,0.1072
237,3.528,0.0469
238,3.347,-0.0879
239,4.3013,-0.0198
240,3.9669,-0.1866
241,3.906,-0.0858
242,2.9605,0.0018
243,3.4977,-0.1893
244,3.778,-0.0598
245,2.9574,0.1683
246,3.5193,-0.0234
247,4.1078,-0.1216
248,2.8489,0.1372
249,4.5798,0.0193
250,4.033,-0.0184
251,4.1881,0.2034
252,3.2683,0.0196
253,3.3375,0.0389
254,3.9004,0.1097
255,3.3842,-0.0995
256,3.9937,-0.1121
257,4.5985,-0.045
258,3.7285,-0.1589
259,3.4386,-0.1831
260,4.2837,-0.0564
261,3.7321,-0.1512
262,3.6485,-0.035
263,3.738,0.0053
