Epoch,Loss_G,Loss_D
1,1.2629,-0.0564
2,1.3993,-0.0112
3,1.3074,-0.1292
4,1.2591,-0.1559
5,1.3459,-0.0729
6,1.2965,-0.0897
7,1.3291,-0.1741
8,1.324,-0.1811
9,1.2499,-0.3112
10,1.1392,-0.0765
11,1.3157,-0.3577
12,1.1725,-0.136
13,1.3678,-0.1669
14,1.3075,-0.1767
15,1.3279,-0.4758
16,1.1588,-0.6299
17,1.2619,-0.3418
18,1.0304,-0.5404
19,1.079,-0.5002
20,1.6752,-0.59
21,1.0839,-0.4119
22,1.1333,-0.6195
23,1.0497,-0.5191
24,1.2374,-0.6122
25,1.1997,-0.7956
26,1.1571,-0.6045
27,1.2086,-0.7174
28,0.7247,-1.0255
29,1.4347,-0.6375
30,1.2402,-0.7233
31,1.0576,-0.943
32,1.1806,-0.8235
33,1.3205,-0.5643
34,0.9355,-1.3707
35,0.9173,-0.7685
36,1.0625,-0.8756
37,0.8551,-0.695
38,1.3598,-0.4886
39,1.0174,-0.9107
40,0.7799,-0.5438
41,1.0553,-0.7533
42,0.7049,-0.5281
43,0.6388,-0.6769
44,0.993,-0.8046
45,1.0348,-0.4335
46,0.9092,-0.4628
47,0.7386,-0.1972
48,0.2627,-0.3635
49,0.6253,-0.9415
50,0.8856,-0.5324
51,0.314,-1.1899
52,0.4954,-0.3908
53,0.6343,-0.0868
54,0.4378,-0.0379
55,0.5885,0.0734
56,0.3339,-0.1252
57,0.009,-0.6412
58,0.2683,-0.3394
59,0.3295,-0.5842
60,0.2337,-0.369
61,0.3138,0.2765
62,0.2426,0.2679
63,0.0842,-0.2959
64,0.6053,-0.2255
65,-0.0553,-0.1244
66,0.3154,-0.2011
67,0.3146,0.0447
68,0.5062,-0.1851
69,0.4945,0.4043
70,0.264,-0.361
71,-0.2483,-0.2418
72,0.1575,0.0107
73,0.1055,-0.5524
74,-0.0404,0.1406
75,0.2111,0.1454
76,0.0614,-0.4715
77,0.4327,0.2472
78,-0.0242,-0.5283
79,0.1101,0.1365
80,0.0462,0.2246
81,0.2431,0.4374
82,0.0059,-0.0613
83,0.1639,0.1422
84,0.103,0.2651
85,0.5071,0.4071
86,0.0793,-0.1232
87,0.5025,0.3728
88,0.5371,-0.0913
89,0.1191,0.3805
90,0.6123,0.1437
91,0.6603,0.0278
92,-0.0154,0.3193
93,0.659,0.0796
94,0.8643,0.0591
95,0.3862,0.1617
96,0.3973,0.0142
97,0.392,0.2188
98,0.4451,-0.6163
99,0.3994,0.1465
100,0.1793,-0.1469
101,0.0239,0.4928
102,0.4247,-0.3376
103,0.4905,0.3161
104,0.3453,0.0348
105,0.9481,-0.1756
106,0.8026,0.0581
107,0.7172,-0.2433
108,0.7712,0.0989
109,0.8286,0.1157
110,0.7875,-0.001
111,0.9019,-0.0899
112,0.6482,-0.111
113,0.5913,-0.0287
114,0.6148,0.0232
115,0.777,0.0923
116,0.5387,0.0634
117,0.8231,-0.1703
118,1.3476,-0.4003
119,0.5634,-0.1623
120,0.9961,-0.3496
121,0.5643,0.0008
122,1.3285,-0.0944
123,0.5227,-0.1314
124,1.1196,0.1548
125,1.1013,-0.2116
126,0.3808,-0.1085
127,0.6079,-0.2065
128,0.6958,-0.08
129,0.8574,-0.0885
130,1.289,-0.3358
131,1.0927,0.2854
132,1.0287,0.0564
133,0.6753,-0.1819
134,0.5048,0.0726
135,1.0515,0.0986
136,0.8701,-0.1479
137,0.894,0.0978
138,1.0223,0.2087
139,0.8045,-0.0547
140,0.8357,0.153
141,0.9655,0.1508
142,0.9617,0.101
143,1.0359,-0.006
144,0.8472,-0.0189
145,0.516,0.0616
146,0.6896,0.4704
147,0.7954,-0.3815
148,1.1698,-0.2888
149,0.2105,-0.1388
150,0.7779,-0.0737
151,0.4369,0.3859
152,0.7586,0.1885
153,0.8257,0.0863
154,0.4426,0.1192
155,0.713,-0.1745
156,0.8513,0.2743
157,0.6891,0.206
158,0.6306,0.2624
