Epoch,Loss_G,Loss_D
1,0.8675,0.0624
2,0.9008,-0.0278
3,0.8107,-0.0072
4,0.8772,0.0065
5,0.739,0.0312
6,0.8964,0.0031
7,0.815,0.0475
8,0.6837,-0.0918
9,0.7452,0.1071
10,0.7357,-0.0558
11,0.8166,0.0539
12,0.7997,-0.0317
13,0.7236,-0.0389
14,0.7026,0.0169
15,0.7954,-0.0814
16,0.8521,-0.0708
17,0.8361,0.0921
18,0.7248,-0.0097
19,0.7625,-0.094
20,0.5894,-0.1193
21,0.8289,0.0238
22,0.6337,-0.1176
23,0.781,-0.0703
24,0.6869,-0.272
25,0.697,-0.2272
26,0.5014,-0.4843
27,0.8524,-0.0295
28,0.7076,-0.185
29,0.6927,-0.0006
30,0.6224,-0.1251
31,0.797,-0.1487
32,0.7712,-0.1808
33,0.5591,-0.2721
34,0.8432,-0.6369
35,0.9339,-0.022
36,0.8165,-0.1516
37,0.4984,-0.4365
38,0.8521,-0.1477
39,0.6105,-0.3817
40,0.7136,-0.4596
41,0.9005,-0.345
42,0.6711,-0.2183
43,0.6895,0.1755
44,0.8646,-0.1982
45,0.3591,-0.3035
46,0.5758,-0.6753
47,0.4239,-0.0953
48,0.3612,0.1741
49,0.4354,-0.3722
50,0.3102,-0.0804
51,0.2157,-0.1964
52,0.4528,-0.3784
53,0.5165,-0.3301
54,0.6397,-0.1646
55,0.4432,-0.2393
56,0.466,0.0285
57,0.2611,-0.5172
58,0.4751,-0.1338
59,0.599,-0.123
60,0.3,-0.1583
61,0.583,0.3163
62,0.3126,0.0828
63,0.2824,0.1244
64,0.2409,-0.0872
65,0.0621,-0.0138
66,0.0718,0.191
67,0.0775,-0.3543
68,0.3449,0.3837
69,-0.018,-0.0638
70,0.2163,0.3663
71,0.2122,-0.0937
72,0.2489,0.1293
73,0.0983,0.0544
74,0.0305,0.2751
75,0.0761,0.1259
76,0.0746,0.5034
77,0.4064,0.0723
78,-0.1558,0.0559
79,0.136,0.3336
80,0.2308,0.1794
81,0.0193,-0.0905
82,0.2947,0.0116
83,0.2069,0.0849
84,0.3057,-0.1319
85,0.2628,0.1166
86,0.2322,0.0128
87,0.0099,0.0845
88,0.0901,0.0997
89,0.3359,0.0512
90,0.2645,0.1368
91,0.4305,0.1059
92,0.2712,0.1317
93,0.1683,-0.3224
94,0.2789,0.0974
95,0.3605,-0.1183
96,0.2723,0.3341
97,0.3146,-0.2284
98,-0.147,0.0548
99,0.4154,0.0939
100,0.4226,0.0066
