Epoch,Loss_G,Loss_D
1,2.0524,-0.0811
2,1.7666,-0.1421
3,1.7528,-0.2059
4,2.0485,-0.3679
5,1.9475,-0.7151
6,1.8776,-0.895
7,2.0304,-1.1055
8,2.2671,-1.2445
9,1.7933,-1.5533
10,1.67,-1.3163
11,1.9696,-1.4038
12,1.9048,-1.5954
13,1.4247,-1.6415
14,1.5491,-1.7406
15,1.6258,-1.3698
16,1.6431,-1.5927
17,1.4544,-1.4735
18,1.0947,-0.9005
19,1.5231,-1.63
20,1.3586,-1.2764
21,1.1967,-1.2114
22,1.1916,-0.5026
23,1.1322,-1.435
24,1.653,-1.0848
25,0.9661,-1.472
26,1.4568,-1.1521
27,1.6857,-1.1565
28,0.8842,-1.2531
29,1.9522,-1.4099
30,1.2815,-1.5947
31,1.784,-1.673
32,1.4176,-0.8934
33,2.1072,-1.6524
34,1.8971,-1.194
35,1.6066,-0.7873
36,1.3396,-0.6967
37,0.6548,-0.9989
38,1.3059,0.049
39,1.5928,-0.321
40,1.594,-0.4067
41,0.7525,-0.6765
42,0.7942,-0.7229
43,1.5359,-0.6794
44,1.6541,0.0625
45,1.3583,-0.177
46,1.2391,0.2824
47,0.9729,-0.2095
48,1.3931,-0.3606
49,0.8041,0.5417
50,1.1389,-0.4924
51,1.341,0.2332
52,1.3743,0.0565
53,1.0831,0.1549
54,0.8248,0.0672
55,1.2204,0.056
56,1.1272,-0.6995
57,0.8306,0.323
58,0.7336,-0.2063
59,0.9153,0.5018
60,1.8687,-0.2015
61,0.7403,-0.4312
62,0.5733,-0.249
63,0.7468,0.2511
64,1.2774,0.2613
65,0.689,0.1518
66,0.5687,0.4558
67,0.6576,0.5288
68,0.5962,0.9424
69,1.0929,0.3457
70,0.6683,0.7438
71,0.8332,0.279
72,0.5649,0.0347
73,1.0811,0.3106
74,0.5249,0.2265
75,0.6005,0.2424
76,0.4256,0.0976
77,0.0316,0.4289
78,0.4964,-0.8061
79,0.2809,0.335
80,0.4503,0.2493
81,1.7873,0.2243
82,0.3802,0.4304
83,0.8429,0.5887
84,1.1576,0.0024
85,0.7198,-0.3209
86,0.5449,0.1414
87,0.3268,0.0346
88,1.0728,0.3061
89,0.8844,0.8045
90,0.6421,0.1086
91,0.7884,-0.3488
92,0.9121,-0.0196
93,1.1547,0.0731
94,-0.0029,0.2707
95,0.7273,-0.0381
96,1.066,0.5009
97,0.8636,0.1678
98,0.7594,0.6031
99,1.3269,0.2365
100,1.2457,-0.1036
101,1.0285,0.4707
102,0.9266,-0.1036
103,1.2498,0.5332
104,0.9511,0.2137
105,1.5377,0.2711
106,1.297,0.3597
107,1.9212,-0.1833
108,1.6465,0.1141
109,1.3615,0.3907
110,1.6252,0.0532
111,1.5765,0.8062
112,1.6212,0.1252
113,1.7628,0.152
114,1.6915,-0.4478
115,2.2623,0.5248
116,1.822,-0.1583
117,1.5594,-0.0322
118,2.244,0.3909
119,1.6886,0.2295
120,2.1856,-0.2131
121,2.3663,0.3187
122,2.3357,0.0955
123,1.8153,0.0731
124,2.3311,0.1431
125,1.8538,0.1992
