Epoch,Loss_G,Loss_D
1,0.615,-0.0255
2,0.4824,-0.0198
3,0.6679,0.0211
4,0.5242,0.0858
5,0.5068,0.2035
6,0.4451,0.0888
7,0.6265,0.0577
8,0.5252,0.0247
9,0.555,0.0042
10,0.4971,0.0792
11,0.6011,0.0621
12,0.5426,0.0137
13,0.5731,-0.0778
14,0.5231,-0.1264
15,0.3921,-0.0833
16,0.3969,-0.0073
17,0.4291,-0.1712
18,0.5072,0.1526
19,0.4713,-0.0045
20,0.3658,0.0368
21,0.4475,-0.209
22,0.309,-0.0923
23,0.3553,0.046
24,0.4136,-0.072
25,0.1623,-0.0983
26,0.3065,-0.0029
27,0.3879,-0.312
28,0.3305,-0.1593
29,0.221,-0.3271
30,0.1204,-0.3491
31,0.285,-0.5824
32,-0.032,-0.1979
33,0.2432,-0.0025
34,0.1163,-0.3587
35,0.0359,-0.063
36,-0.1303,0.103
37,-0.1356,0.143
38,-0.2404,-0.3134
39,-0.3974,-0.1388
40,-0.2759,-0.1479
41,0.2093,-0.4303
42,-0.297,-0.6419
43,-0.0833,-0.0328
44,-0.2563,-0.4338
45,0.0167,-0.2449
46,-0.1921,-0.2222
47,0.0585,0.1314
48,0.1973,-0.1095
49,-0.4619,-0.0198
50,-0.2272,-0.5294
51,-0.4224,0.2252
52,-0.0602,-0.2419
53,-0.1228,0.0339
54,-0.5119,-0.1499
55,-0.3006,-0.6484
56,-0.3105,0.0752
57,0.0288,-0.0095
58,-0.4366,0.0157
59,-0.4066,-0.2862
60,-0.2771,-0.0688
61,-0.4263,0.1148
62,-0.2642,0.2771
63,-0.4144,-0.4295
64,-0.1654,-0.245
65,-0.0357,-0.8156
66,-0.2883,-0.2678
67,-0.3862,-0.3539
68,-0.6502,-0.3276
69,-0.1631,-0.369
70,-0.4506,-0.2682
71,-0.5282,-0.0278
72,-0.292,-0.5253
73,-0.3665,-0.0359
74,-0.4216,-0.3463
75,-0.126,-0.1093
76,-0.2934,-0.3276
77,-0.5046,-0.2601
78,-0.2021,-0.3944
79,0.1384,-0.2508
80,-0.2708,0.5726
81,-0.1068,-0.0398
82,-0.265,-0.1013
83,-0.6939,-0.1358
84,-0.336,-0.1262
85,0.0188,-0.1572
86,-0.2242,-0.0112
87,-0.2973,0.0097
88,-0.5382,-0.2242
89,-0.3914,-0.2248
90,-0.3258,-0.1189
91,-0.0976,-0.0986
92,-0.3845,0.0422
93,-0.2288,-0.1781
94,-0.1561,-0.2383
95,-0.2161,-0.3726
96,-0.4669,-0.0332
97,-0.3569,-0.3381
98,-0.3436,0.0173
99,-0.3547,-0.0279
100,-0.3241,0.2294
101,0.0457,-0.27
102,-0.3807,-0.1714
103,-0.143,0.1148
104,-0.2552,-0.7707
105,-0.1401,-0.4713
106,-0.2743,-0.0501
107,-0.0155,-0.1503
108,-0.3585,0.0026
109,-0.1096,-0.4429
110,-0.3637,-0.1565
111,-0.3706,-0.1284
112,-0.4739,-0.7152
113,-0.2846,-0.1322
114,-0.3725,0.0011
115,-0.3371,-0.3586
116,-0.3747,0.0528
117,-0.2732,0.2298
118,-0.2149,-0.0321
119,-0.0294,0.1196
120,-0.6151,0.1476
121,-0.2048,-0.1746
122,-0.441,0.0046
123,-0.294,0.1225
124,-0.0877,-0.2038
125,-0.4992,0.0871
126,-0.5055,0.0767
127,-0.295,0.1706
128,-0.1563,-0.0539
129,-0.2015,-0.1244
130,-0.6731,0.29
131,-0.5977,0.1224
132,-0.5393,0.203
133,-0.6792,0.405
134,-0.7823,0.2845
135,-0.3585,0.4196
136,-0.4871,0.3441
137,-0.5617,0.3063
138,-0.2601,0.2708
139,-0.6876,-0.4606
140,-0.1535,0.1195
141,-0.5219,0.4011
142,-0.5083,0.1719
143,-0.5578,0.0794
144,-0.6902,-0.0625
145,-0.3579,-0.0843
146,-0.4529,0.1389
147,-0.3328,0.0102
148,-0.5322,0.2557
149,-0.4229,0.1178
150,-0.4996,0.1219
151,-0.617,0.3991
152,-0.682,-0.3069
153,-0.5142,0.2598
154,-0.5537,-0.0258
155,-0.6322,0.0794
156,-0.6584,0.4828
157,-0.5055,0.043
158,-0.5044,-0.0257
159,-0.5433,0.041
160,-0.7542,-0.2404
161,-0.655,0.2857
162,-0.7581,-0.0
163,-0.6807,0.0451
164,-0.5558,-0.2179
165,-0.2724,-0.0153
166,-0.5048,0.1055
167,-0.5601,-0.2296
168,-0.3616,0.3527
169,-0.596,-0.1716
170,-0.5607,-0.2664
171,-0.4606,0.1709
172,-0.4802,-0.1023
173,-0.1873,-0.1078
174,-0.2724,-0.0868
175,-0.6017,0.2797
176,-0.2879,0.0984
177,-0.5784,0.2261
178,-0.5532,-0.4527
179,-0.6041,0.0059
180,-0.3747,-0.3052
181,-0.4682,-0.2984
182,-0.3761,0.0087
183,-0.6987,-0.1782
184,-0.1951,-0.118
185,-0.59,-0.252
186,-0.2867,-0.2716
187,-0.6136,-0.3939
188,-0.2716,-0.2618
189,-0.4071,-0.4729
190,-0.5563,-0.3033
191,-0.4686,-0.036
192,-0.4129,-0.2736
193,-0.531,-0.2344
194,-0.5704,-0.0598
195,-0.3709,0.1677
196,-0.6508,-0.131
197,-0.7101,-0.2572
198,-0.5767,-0.3313
199,-0.7409,0.0219
200,-0.6086,-0.4081
201,-0.9358,-0.1072
202,-0.4347,0.435
203,-0.3993,-0.3233
204,-0.8421,-0.2099
205,-0.8405,0.2679
206,-0.9639,-0.142
207,-0.5726,-0.0717
208,-0.8716,0.2054
209,-1.0011,-0.0677
210,-0.9263,0.1368
211,-0.9379,0.1155
212,-1.0014,0.0031
213,-0.7471,0.1949
214,-0.9115,0.1885
215,-1.022,0.2424
216,-0.7245,0.1714
217,-0.8737,-0.2125
218,-0.6975,-0.0281
219,-0.8234,-0.2934
220,-0.7657,0.0414
221,-1.0741,0.2448
222,-1.1132,0.1198
223,-0.918,0.412
224,-0.9307,0.1481
225,-0.8906,0.4402
226,-0.8558,0.1508
227,-1.0354,0.1814
228,-0.7692,0.0281
229,-0.6436,-0.1598
230,-1.1252,0.4226
231,-1.097,-0.0351
232,-0.9457,0.1888
233,-0.8813,0.0812
234,-0.6874,0.2836
235,-0.7548,0.018
236,-0.9752,0.6277
237,-0.9444,0.0846
238,-1.063,0.1742
239,-0.8191,0.1958
240,-1.0324,0.0095
241,-0.7691,0.3748
242,-1.2103,0.1801
243,-0.8979,0.6232
244,-1.1447,-0.183
245,-1.1148,0.0479
246,-1.0092,0.2354
247,-0.8402,-0.1723
248,-1.0269,-0.0266
249,-1.0241,0.4184
250,-1.1802,-0.0651
251,-0.7328,-0.1165
252,-0.6485,0.0884
253,-0.9963,0.0697
254,-0.823,0.143
255,-0.882,-0.0352
256,-0.6537,-0.4958
257,-0.72,-0.1033
258,-0.9775,0.3441
259,-0.7227,0.1983
260,-0.9995,0.4703
261,-0.9198,-0.0113
262,-0.8258,0.1431
263,-0.8259,0.0119
264,-0.8119,0.7109
265,-0.8528,-0.0278
266,-0.5912,0.0665
267,-0.5841,-0.0822
268,-0.7804,-0.044
269,-0.9208,-0.0043
270,-1.0225,-0.0706
271,-0.7382,-0.0139
272,-0.6975,0.2402
273,-0.6361,0.5627
