Epoch,Loss_G,Loss_D
1,1.962,-0.119
2,2.0848,-0.1952
3,2.2012,-0.2483
4,2.1709,-0.3707
5,2.3219,-0.6689
6,2.1691,-0.623
7,1.7957,-1.3119
8,1.926,-1.2021
9,2.3361,-1.3975
10,1.8881,-1.6439
11,1.8707,-1.8585
12,1.5022,-2.0913
13,1.2894,-1.9598
14,1.649,-1.894
15,1.5755,-1.5737
16,1.7114,-1.2643
17,1.36,-1.8613
18,1.353,-1.449
19,1.9556,-0.9259
20,1.4219,-1.4011
21,1.0268,-1.6047
22,1.0334,-1.0523
23,1.0357,-1.13
24,1.0582,-1.281
25,0.9553,-1.6675
26,0.9193,-1.1181
27,1.0014,-0.8193
28,1.1483,-0.5447
29,1.2431,-0.8396
30,0.906,-0.9811
31,1.0543,-0.7951
32,1.5485,-1.2114
33,1.797,-0.9849
34,1.6586,-1.5689
35,1.3943,-0.9109
36,1.5211,-0.7237
37,1.3536,-0.9944
38,1.4614,-0.9461
39,1.7404,-0.5567
40,1.1126,-0.6798
41,1.1472,-0.5519
42,0.9978,-0.4382
43,1.3159,-0.7785
44,1.0768,-0.4297
45,1.3161,-0.4662
46,1.3953,-0.6569
47,1.1798,-0.1419
48,1.4727,-0.2251
49,1.3154,0.1193
50,1.4851,-0.5187
51,1.7411,0.0097
52,0.4854,0.1407
53,1.0026,0.2766
54,1.0476,0.3144
55,0.7589,0.063
56,0.5151,-0.0808
57,0.9243,-0.3186
58,0.834,-0.3075
59,0.5948,1.2044
60,0.7661,-0.1767
61,1.005,0.1973
62,0.4283,0.0179
63,0.6113,-0.0703
64,0.68,0.3156
65,1.3055,0.3797
66,0.5546,0.2575
67,1.0476,-0.258
68,1.2145,-0.2119
69,0.8229,0.348
70,1.0865,-0.1867
71,0.7525,-0.251
72,0.0443,0.1498
73,0.6524,0.4085
74,1.007,0.5229
75,0.031,0.0561
76,0.1575,-0.4359
77,0.8095,0.8187
78,0.4042,0.3115
79,0.8051,0.08
80,0.7629,0.3012
81,0.1762,0.5095
82,1.4333,0.7898
83,0.8458,0.0532
84,0.6828,-0.0506
85,0.7603,0.4406
86,0.6117,-0.0827
87,1.1966,-0.0099
88,0.7865,0.8622
89,1.1683,0.2314
90,0.8048,0.2515
91,0.7901,0.2267
92,0.883,0.4536
93,1.3443,0.3712
94,0.2846,0.1511
95,1.0622,0.3549
96,0.9076,0.575
97,1.3493,0.6939
98,0.4318,0.0704
99,1.2459,-0.2081
100,0.9658,0.1738
