Epoch,Loss_G,Loss_D
1,1.0349,-0.0541
2,1.1467,0.0353
3,1.1864,-0.0628
4,1.1278,-0.0154
5,1.2522,-0.0916
6,1.0783,-0.0841
7,1.2282,-0.1473
8,1.1837,-0.0705
9,0.9626,-0.1713
10,1.1314,-0.2312
11,0.9309,-0.1079
12,1.0267,-0.0239
13,1.0899,-0.0392
14,0.9508,-0.2312
15,1.0125,-0.4564
16,0.9377,-0.5702
17,1.0228,-0.214
18,0.789,-0.3524
19,0.6409,-0.2756
20,0.8362,-0.2953
21,0.7123,-0.482
22,0.8158,-0.2565
23,0.7141,-0.2629
24,0.7968,-0.1424
25,0.6509,-0.6016
26,0.7715,-0.7438
27,0.8727,-0.8106
28,0.9295,-0.4656
29,0.5614,-0.7712
30,0.7084,-0.7401
31,0.6265,-0.749
32,0.7559,-0.7265
33,0.6316,-0.547
34,0.9529,-1.2206
35,0.5121,-0.7009
36,0.8135,-0.7173
37,0.3973,-0.8224
38,0.5589,-0.4499
39,0.306,-0.9718
40,0.3467,-0.6635
41,0.2317,-0.1
42,0.4829,-0.6905
43,0.7414,-0.4631
44,0.4362,-0.4107
45,-0.0205,-0.5833
46,0.1172,-0.8706
47,0.1666,-0.4903
48,0.1956,-0.314
49,0.1789,-0.0625
50,0.3406,-0.2686
51,0.0054,-0.3681
52,-0.0793,-0.0417
53,0.2948,-0.1991
54,0.3043,-0.3359
55,0.1118,-0.1261
56,0.0786,-0.282
57,-0.3581,-0.3583
58,-0.1755,-0.5665
59,-0.0876,-0.0819
60,0.0671,0.1088
61,-0.0195,-0.1421
62,0.1199,-0.1076
63,-0.0821,0.1786
64,0.0993,0.1031
65,-0.2752,-0.3822
66,-0.2249,0.2004
67,0.0276,-0.1737
68,-0.3814,-0.2838
69,0.203,-0.4193
70,-0.1043,0.1127
71,0.1736,-0.1929
72,-0.1716,-0.0082
73,-0.4762,-0.3883
74,-0.6122,0.0564
75,-0.2543,-0.0428
76,0.0155,0.0951
77,0.0674,-0.3337
78,-0.2404,-0.105
79,0.0659,-0.027
80,-0.1574,-0.0528
81,-0.1681,-0.2762
82,0.0162,-0.0975
83,-0.4172,-0.0042
84,0.1472,-0.3434
85,-0.1873,-0.4038
86,-0.5993,-0.1049
87,0.0434,0.114
88,-0.0927,0.1304
89,-0.0624,0.3515
90,0.0181,0.2715
91,-0.3391,0.0633
92,-0.0093,-0.0966
93,0.0576,0.4339
94,-0.068,0.0327
95,-0.4304,0.2378
96,0.0635,-0.0176
97,-0.0082,0.1972
98,0.3139,0.1854
99,0.4384,0.288
100,-0.0586,0.473
101,-0.393,0.0949
102,0.014,-0.2189
103,0.46,-0.1955
104,0.3928,0.3598
105,0.2821,0.1071
106,-0.0337,0.3483
107,0.3351,0.0667
108,-0.2342,-0.0733
109,0.0317,0.0154
110,0.0389,-0.268
111,0.5248,0.1703
112,0.3244,-0.1296
113,0.2982,-0.2381
114,0.0161,0.5462
115,-0.0512,-0.094
116,-0.2161,-0.1416
117,0.3231,0.2908
118,0.22,0.2761
119,0.2897,-0.0701
120,-0.1303,0.1225
121,0.1664,0.3586
122,0.2347,0.3177
123,-0.0713,0.7928
124,0.57,0.5208
125,-0.1957,0.3631
126,-0.1164,0.2198
127,0.2372,0.0026
128,0.2852,0.0787
129,-0.0079,0.3991
130,-0.3173,0.0575
131,0.5279,0.1223
132,0.1165,-0.0831
133,0.0789,0.0233
134,0.6163,0.1147
135,0.3562,0.1479
136,0.3268,-0.074
137,0.4258,-0.0582
138,0.1777,0.0986
139,0.6659,-0.1594
140,0.0901,-0.1285
141,0.3783,-0.0634
142,0.07,-0.0351
143,0.2347,0.0464
144,0.1735,-0.1647
145,0.4153,-0.0546
146,0.076,-0.1738
147,0.341,-0.0837
148,-0.0615,-0.0909
149,0.1553,0.0655
150,0.5196,-0.0574
151,-0.0096,0.2846
152,0.634,0.2894
153,-0.1771,-0.0437
154,0.2373,0.0312
155,0.2758,-0.0567
156,0.4889,0.2748
157,0.3413,0.0375
158,0.3374,-0.2005
159,-0.0032,-0.0586
160,0.0236,-0.5109
161,0.0751,0.4046
162,0.2296,0.5225
163,0.0483,-0.1606
164,0.023,0.0435
165,0.1855,-0.3134
166,-0.0619,-0.2269
167,-0.154,-0.0823
168,-0.0174,0.0009
169,0.0598,0.0631
170,0.1508,-0.1087
171,0.0177,-0.0642
172,-0.2086,0.0909
173,-0.4362,-0.2141
174,0.2606,0.1307
175,-0.0923,-0.2729
176,-0.1788,0.161
177,-0.4191,0.3436
178,-0.519,0.3347
179,-0.3324,0.1945
180,-0.3714,0.4189
181,-0.0005,0.4548
182,-0.2867,0.1423
183,-0.1738,0.4004
184,0.0144,0.5739
185,-0.154,0.3393
186,-0.5621,0.2581
187,-0.2985,0.195
188,-0.3323,0.5626
189,-0.3751,0.2568
190,0.0068,0.1113
191,-0.2156,0.3302
192,-0.4795,0.1617
193,0.0787,0.1437
194,-0.3461,0.247
195,-0.3629,0.1066
196,-0.2595,0.1363
197,0.0532,0.4616
198,-0.0949,-0.0042
199,-0.2509,-0.1624
200,-0.4058,0.0476
201,-0.4044,-0.1994
202,-0.0526,0.0886
203,-0.0603,0.0885
204,-0.139,0.2348
205,-0.5367,-0.1905
206,-0.1771,-0.3287
207,-0.2828,0.0671
208,-0.4612,-0.1904
209,-0.3132,-0.1088
210,0.229,0.066
211,0.065,0.0954
212,-0.271,0.1002
213,0.1639,0.0328
214,0.2305,-0.3858
215,0.412,-0.1797
216,0.011,0.2287
217,-0.1189,-0.6988
218,-0.3805,0.0505
219,-0.0677,-0.4255
220,0.0389,-0.6774
221,-0.1807,-0.2334
222,0.3337,-0.1927
223,0.3261,0.2493
224,0.0789,-0.1875
225,-0.1776,-0.0976
226,-0.0881,-0.0539
227,-0.0249,-0.3929
228,-0.0022,-0.2832
229,0.2492,-0.1106
230,0.2202,-0.2111
231,-0.0254,-0.0352
232,-0.3252,-0.2819
233,0.3144,-0.2754
234,0.0868,-0.0231
235,0.2726,-0.0419
236,-0.4313,-0.1655
237,-0.2281,-0.1045
238,0.291,-0.1421
239,-0.1025,-0.1999
240,-0.2428,0.0491
241,-0.3772,-0.1303
242,-0.1584,-0.2019
243,-0.0766,0.1331
244,-0.1217,-0.1643
245,-0.1147,-0.5135
246,0.1248,-0.0094
247,0.023,0.3239
248,-0.6427,0.019
249,-0.5485,0.2317
250,0.1739,0.0992
251,-0.2296,-0.2419
252,-0.0608,0.0945
253,-0.2553,-0.1216
254,-0.0175,-0.1108
255,-0.3579,0.4091
256,0.1811,0.0216
257,-0.5283,0.1024
258,-0.1139,0.1548
259,-0.2973,0.0647
260,-0.0369,0.2174
261,-0.0593,0.0873
262,-0.272,0.4529
263,-0.389,-0.2154
264,-0.1873,0.2241
265,-0.4578,0.2543
266,-0.0093,0.3403
267,-0.1289,0.5035
268,0.1186,0.5201
269,0.0233,-0.0302
270,-0.3302,0.0201
271,-0.0188,0.2442
272,-0.4188,0.1199
273,-0.2925,0.42
274,-0.1118,0.0454
275,-0.2247,0.315
276,-0.4513,0.0661
277,-0.212,0.5695
278,-0.6612,0.3691
279,-0.7277,0.3619
280,-0.4603,0.3663
281,-0.3113,0.0463
282,-0.267,-0.1028
283,-0.1736,0.0273
284,-0.2202,-0.089
285,-0.3063,-0.1615
286,-0.3419,0.2097
287,-0.2202,-0.4381
288,-0.4897,0.028
289,-0.2895,0.0805
290,-0.3145,-0.0049
291,0.2304,0.1048
292,0.0688,0.0144
293,-0.0163,0.2113
294,-0.0902,0.0387
295,-0.3815,-0.2662
296,-0.2168,-0.048
297,-0.6528,-0.1339
298,-0.1825,-0.1013
299,-0.1175,-0.3287
300,-0.0573,0.0426
301,-0.0851,-0.0097
302,-0.2447,0.0684
303,0.0225,-0.2409
304,-0.2585,-0.0338
305,-0.0341,0.1106
306,-0.2673,-0.4575
307,-0.3912,-0.0007
308,-0.4065,-0.3207
309,-0.0709,-0.25
310,-0.3251,-0.2603
311,-0.0043,-0.218
312,0.0527,0.2979
313,-0.2904,-0.0985
314,-0.039,-0.3229
315,-0.2504,-0.1309
316,-0.3839,-0.0847
317,-0.1355,-0.2794
318,-0.2373,-0.405
319,-0.2514,-0.1632
320,-0.0438,0.2842
321,-0.4785,-0.0298
322,0.0459,-0.2974
323,-0.3609,-0.0289
324,0.4157,0.0345
325,-0.2971,0.3405
326,0.0605,-0.177
327,0.1235,0.0219
328,-0.1213,-0.0182
329,-0.3362,-0.5599
330,-0.0882,0.0056
331,0.1314,-0.1215
332,-0.0917,0.0551
333,0.2562,-0.1611
334,-0.0807,-0.1283
335,0.1543,-0.1531
336,-0.0485,-0.1977
337,-0.1819,-0.0614
338,-0.409,0.1039
339,0.2356,-0.1111
340,-0.3274,-0.1331
341,-0.0545,0.0869
342,-0.0599,0.406
343,0.1811,-0.2671
344,-0.2917,0.0176
345,0.2078,0.0772
346,0.1131,-0.237
347,0.0242,-0.0725
348,0.1716,-0.3332
349,0.112,-0.1929
350,-0.0324,0.0973
351,-0.1052,-0.1839
352,0.1279,-0.0322
353,0.2155,0.3602
354,-0.104,-0.0949
355,-0.0296,0.01
356,-0.0012,0.018
357,-0.4562,0.0933
358,-0.2214,0.0806
359,-0.0788,0.275
360,-0.1519,0.1679
361,0.1973,-0.0477
362,0.3865,-0.0438
363,-0.2629,0.0731
364,-0.0995,0.1733
365,0.097,-0.0093
366,0.1125,-0.0909
367,-0.2472,-0.062
368,-0.0538,-0.1427
369,0.0425,0.0454
370,0.1101,0.0937
371,-0.4025,-0.1583
372,-0.225,-0.1643
373,0.344,-0.3542
374,0.0694,-0.4099
375,-0.1825,-0.0073
376,0.1012,-0.0761
377,-0.0253,-0.2339
378,-0.0427,-0.2209
379,-0.1837,0.3596
380,0.1336,-0.0239
381,-0.1444,0.1858
382,-0.3538,-0.0054
383,-0.457,-0.2187
384,-0.1611,0.0674
385,-0.0441,-0.0029
386,-0.4689,-0.2878
387,-0.0979,0.0238
388,-0.0271,-0.0576
389,-0.2307,-0.0268
390,0.0462,-0.1456
391,0.0135,-0.4192
392,-0.0423,0.1222
393,0.2357,0.3123
394,-0.3012,0.1856
395,0.2237,-0.1319
396,0.0684,-0.0139
397,-0.1852,-0.062
398,-0.2369,-0.1475
399,-0.0562,0.025
400,-0.201,0.1813
401,-0.0126,-0.4891
402,-0.1257,-0.1254
403,-0.4908,-0.3436
404,-0.2883,-0.2434
405,-0.3017,0.0456
406,0.1224,0.0032
407,-0.437,0.0161
408,-0.3153,-0.3082
409,-0.3923,-0.2853
410,-0.1226,-0.2556
