Epoch,Loss_G,Loss_D
1,0.7399,0.0305
2,0.6791,-0.1051
3,0.7079,-0.0267
4,0.7362,-0.0978
5,0.6786,-0.0707
6,0.5995,-0.1487
7,0.7198,0.041
8,0.6054,0.0107
9,0.7852,-0.1019
10,0.6356,-0.0457
11,0.705,0.0255
12,0.5066,-0.0573
13,0.6461,0.0923
14,0.6468,-0.1167
15,0.6654,-0.1681
16,0.6997,-0.0017
17,0.6768,-0.0135
18,0.5174,-0.0948
19,0.536,0.0701
20,0.554,0.0059
21,0.5385,-0.0895
22,0.5131,-0.0773
23,0.4803,-0.2873
24,0.583,-0.119
25,0.2647,-0.1228
26,0.6345,-0.1177
27,0.458,-0.3926
28,0.499,0.3123
29,0.2881,-0.2675
30,0.2616,-0.1227
31,0.3061,-0.1741
32,0.263,-0.1219
33,0.306,-0.1338
34,0.6536,-0.0303
35,0.2798,0.0202
36,0.3382,0.1749
37,0.278,-0.0325
38,0.4298,-0.3527
39,0.4226,-0.3759
40,0.197,-0.6109
41,0.4762,0.0551
42,0.1402,-0.2559
43,0.3266,-0.2246
44,0.1288,-0.2744
45,0.5207,0.036
46,0.3739,-0.5762
47,0.0768,-0.5082
48,0.2032,-0.2258
49,0.3867,-0.0682
50,-0.0089,-0.4901
51,0.1319,-0.0885
52,0.096,-0.2427
53,0.1731,0.0622
54,0.1515,-0.078
55,0.3545,0.0733
56,-0.0688,0.0117
57,-0.0339,-0.1624
58,-0.1119,-0.1463
59,0.3147,-0.5325
60,-0.2457,-0.2369
61,-0.0394,0.2271
62,0.1305,-0.517
63,0.015,0.3772
64,0.2939,-0.0559
65,-0.2339,0.2255
66,0.0461,-0.1374
67,-0.0348,0.3732
68,0.0934,-0.0328
69,0.0499,0.1609
70,-0.0706,0.1151
71,-0.0355,0.623
72,-0.1005,-0.1439
73,0.023,0.0422
74,-0.0403,0.0725
75,-0.1158,0.1472
76,-0.0955,-0.1213
77,-0.0706,-0.4658
78,0.123,-0.1727
79,-0.0521,0.1582
80,-0.0057,-0.0354
81,-0.1327,0.3225
82,-0.2891,0.0544
83,-0.0725,-0.3485
84,-0.3265,0.2564
85,-0.2123,-0.0481
86,-0.3431,-0.12
87,-0.3471,-0.1845
88,0.0106,-0.3075
89,-0.2788,-0.0184
90,0.0073,0.5877
91,-0.2656,0.1432
92,0.0358,-0.1194
93,-0.2776,0.1596
94,-0.1699,0.3574
95,-0.2176,-0.0878
96,-0.1906,0.201
97,-0.0836,0.2992
98,-0.2183,0.0622
99,0.3025,0.2285
100,0.0419,-0.2688
101,-0.1179,-0.2587
102,0.0935,-0.0422
103,0.109,0.197
104,0.1338,-0.3318
105,-0.0881,-0.2258
106,0.0653,-0.2387
107,0.2081,-0.5463
108,0.1736,-0.2259
109,0.464,-0.3481
110,0.3993,-0.5319
111,0.2313,0.0146
112,0.2501,-0.8051
113,0.4613,0.1572
114,0.2811,-0.24
115,0.1637,-0.2883
116,0.361,-0.3437
117,0.0048,-0.2519
118,-0.0181,-0.1503
119,0.3844,-0.4678
120,0.124,-0.0168
121,0.2447,-0.4952
122,0.1027,-0.6368
123,0.234,-0.2439
124,0.3216,0.099
125,0.5675,-0.1058
126,0.1858,-0.3487
127,0.0271,-0.2979
128,-0.0731,-0.3234
129,0.0408,-0.0669
130,-0.0323,-0.0706
131,0.105,-0.0214
132,0.1053,-0.222
133,-0.0705,-0.1586
134,0.1285,-0.0888
135,0.1992,-0.2638
136,0.0797,-0.1739
137,-0.1605,0.0892
138,0.1098,0.2389
139,0.3392,0.1962
140,0.0828,-0.0537
141,0.1042,-0.0554
142,0.3107,0.4715
143,0.2723,0.1703
144,0.1874,-0.2821
145,0.1496,0.0252
146,0.0058,0.1744
147,0.0011,-0.2679
148,-0.0751,-0.0951
149,0.1772,0.4421
150,0.0273,0.1781
151,0.0524,0.1146
152,0.0023,0.0553
153,-0.1599,-0.0309
154,0.0947,-0.1815
155,-0.213,0.1889
156,-0.4047,0.205
157,-0.1373,0.7166
158,-0.1188,0.361
159,-0.2798,0.4034
160,-0.2253,0.7024
161,-0.2917,0.1465
162,-0.244,0.5047
163,-0.2932,0.1046
164,-0.2105,0.1106
165,-0.1717,0.1971
166,-0.5151,0.3385
167,-0.1763,-0.1433
168,-0.3377,-0.0375
169,-0.234,0.1044
