Epoch,Loss_G,Loss_D
1,3.2267,-0.1097
2,3.1511,-0.1823
3,3.3295,-0.2579
4,3.7585,-0.382
5,3.3009,-0.3522
6,3.1717,-0.5106
7,3.605,-0.5784
8,3.459,-0.5676
9,3.6397,-0.6332
10,4.3066,-0.5737
11,2.9078,-0.5413
12,3.4203,-0.4654
13,3.8954,-0.4347
14,3.9885,-0.3232
15,3.3786,-0.438
16,3.2426,-0.2249
17,2.8009,-0.0693
18,2.8725,0.0204
19,3.0864,0.0293
20,3.5352,0.1642
21,3.5398,0.316
22,2.2275,0.0206
23,2.8355,-0.0662
24,2.4078,0.1695
25,3.6246,0.0953
26,3.5903,0.1512
27,3.4048,0.1256
28,3.3538,0.005
29,3.2612,0.2442
30,3.1332,0.1116
31,3.062,0.0306
32,3.4704,0.2194
33,3.3637,0.0408
34,4.1798,-0.005
35,4.2537,0.1138
36,3.9544,0.1338
37,4.2528,-0.0891
38,3.7115,-0.0361
39,4.9497,-0.043
40,3.4417,-0.0202
41,3.385,0.0599
42,4.0048,0.005
43,4.3204,-0.011
44,4.1211,-0.0417
45,3.9409,0.0229
46,4.476,-0.0503
47,3.7828,0.1207
48,3.9284,0.0363
49,3.869,-0.1584
50,4.1368,0.058
51,4.0545,-0.0282
52,4.0028,0.1421
53,4.7907,0.1575
54,3.9144,0.0687
55,3.8356,0.0028
56,3.7782,0.1925
57,3.1394,0.0516
58,3.326,0.1491
59,3.472,0.1109
60,4.0301,-0.0257
61,3.7096,0.1793
62,3.8134,0.1321
63,4.1011,0.1364
64,3.3736,-0.0452
65,4.6856,-0.0288
66,3.1337,0.0683
67,3.4374,-0.0399
68,3.3859,-0.0601
69,3.9986,-0.1114
70,4.1721,0.0489
71,3.4737,0.0016
72,3.8063,0.02
73,3.7671,0.1018
74,3.6602,0.093
75,4.0837,-0.0631
76,3.4586,-0.0493
77,4.0917,0.0693
78,3.7417,0.0506
79,3.0486,0.1688
80,3.3141,-0.0839
81,3.6938,0.063
82,4.7624,0.1634
83,3.5366,-0.0063
84,3.337,-0.0144
85,3.2087,0.1371
86,4.2382,-0.0256
87,4.0867,0.2062
88,3.2743,0.1282
89,3.1435,0.0631
90,3.7485,0.0087
91,3.5465,0.1783
92,4.1062,0.0665
93,3.9177,-0.0251
94,3.7725,-0.1182
95,3.6404,-0.0617
96,4.25,-0.0532
97,4.3084,0.0648
98,3.3547,0.0121
99,3.2428,-0.1744
100,3.8432,-0.1146
