Epoch,Loss_G,Loss_D
1,3.4205,-0.0748
2,3.5476,-0.1711
3,3.0591,-0.2473
4,3.9342,-0.328
5,3.6872,-0.3438
6,3.833,-0.4394
7,2.9272,-0.5762
8,2.9274,-0.6581
9,3.4165,-0.7052
10,2.9561,-0.5235
11,3.2093,-0.65
12,3.0224,-0.5935
13,3.122,-0.4382
14,2.7239,-0.6183
15,3.5948,-0.5004
16,3.1339,-0.4184
17,3.6186,-0.2744
18,4.0446,-0.1236
19,3.1697,-0.1059
20,2.6694,-0.1619
21,2.4026,0.1445
22,1.6588,0.0883
23,2.2107,0.1473
24,3.3928,0.0706
25,3.0975,-0.0301
26,3.0649,0.2337
27,2.8434,0.1058
28,3.874,0.1959
29,3.2167,0.3882
30,2.4386,-0.0125
31,3.3561,0.0484
32,3.3311,0.0584
33,3.8504,-0.0855
34,3.0203,0.0531
35,3.8182,0.023
36,3.3135,-0.0914
37,3.799,-0.0328
38,3.8272,-0.0068
39,3.4938,-0.0931
40,3.709,-0.1405
41,3.2095,0.151
42,2.9226,-0.2043
43,3.8688,0.2236
44,3.0026,-0.1558
45,3.7587,0.016
46,3.7535,-0.0733
47,3.3105,0.1332
48,3.5111,0.0728
49,3.3529,0.0284
50,2.7198,0.221
51,2.7527,-0.0816
52,3.9743,0.0763
53,4.1438,0.0046
54,3.8842,0.0526
55,3.3355,-0.1051
56,3.4365,0.1733
57,3.6045,0.1403
58,4.0234,0.1217
59,2.8139,0.147
60,3.1344,0.0587
61,3.8243,0.1115
62,3.8137,0.056
63,4.0345,0.0024
64,4.0792,0.0587
65,3.8878,-0.1015
66,3.773,-0.1475
67,3.2924,-0.1537
68,3.7623,-0.0805
69,4.0032,-0.0619
70,2.8682,-0.0425
71,3.7306,-0.0194
72,3.5279,0.018
73,3.5076,0.0745
74,3.6143,0.0451
75,3.3497,-0.0231
76,3.4142,0.065
77,4.3446,0.0676
78,3.9667,0.0309
79,3.7711,-0.0297
80,3.0001,0.0918
81,2.871,0.056
82,3.1489,0.1514
83,3.1555,0.0439
84,2.8752,0.0313
85,4.1898,0.0289
86,3.4777,0.0465
87,3.041,0.1848
88,3.3773,0.1399
89,3.6486,0.0729
90,3.6708,0.0063
91,3.3905,0.0302
92,3.4432,-0.0159
93,3.1928,-0.0449
94,3.2131,-0.0363
95,3.9444,-0.1233
96,4.0566,-0.1022
97,3.8579,0.0259
98,3.9118,-0.0163
99,3.9927,-0.064
100,2.9004,-0.038
101,4.271,-0.2211
102,3.9588,-0.0936
103,3.6876,-0.1105
104,4.3709,0.0514
105,2.4989,-0.0252
106,3.9921,0.0321
107,3.6088,0.1837
108,3.5384,-0.2534
109,3.4372,0.0419
110,3.9045,0.0549
111,2.7421,0.0038
112,3.5346,0.1114
113,3.454,-0.1363
114,3.6824,0.1001
115,3.399,-0.0582
116,4.391,0.1957
117,3.9521,0.0635
118,3.5164,0.0435
119,3.1819,0.0356
120,3.123,0.093
121,3.726,-0.182
122,3.6995,0.0101
123,3.9394,-0.1833
124,2.9313,-0.1538
125,3.6332,0.1369
126,3.3751,0.0102
127,3.7924,-0.0879
128,2.9165,-0.0581
129,3.8091,0.0588
130,2.9459,0.1244
131,2.8304,0.1261
132,3.3291,-0.0107
133,3.3498,-0.0467
134,3.0896,0.0835
135,3.2472,0.1178
136,1.7587,-0.0238
137,3.1506,-0.1063
138,3.0884,-0.0943
139,3.5517,-0.1417
140,3.3616,0.043
141,3.1227,0.0991
142,2.7858,0.0132
143,3.275,-0.1733
144,3.1015,0.0984
145,4.0232,0.0074
146,3.0113,-0.0438
147,3.1271,0.1417
148,2.5381,-0.2375
149,3.0748,-0.0791
150,4.1113,-0.0556
151,3.4483,0.0381
152,2.7892,-0.0255
153,3.6413,-0.032
154,3.359,0.0093
155,2.9875,0.1209
156,3.8726,-0.2307
157,2.9413,0.059
158,3.7313,-0.0341
159,3.3617,-0.019
160,2.7688,-0.0097
161,3.6886,-0.1966
162,3.7384,-0.1262
163,3.3692,0.1005
164,3.8888,0.2479
165,3.2088,0.2277
166,3.7734,0.0068
167,3.3721,-0.0192
168,3.7597,-0.0049
169,3.1336,-0.2978
170,4.0987,0.1577
171,3.6862,0.0806
172,3.9183,-0.0752
173,3.5559,-0.0827
174,4.5845,-0.0846
175,2.9308,0.0884
176,3.7779,-0.2506
177,2.7619,0.0497
178,3.231,-0.116
179,3.0233,-0.0758
180,3.3186,-0.0309
181,2.8777,-0.1252
182,3.4198,0.1218
183,1.9543,-0.0078
184,2.6381,-0.2475
185,3.1801,0.0055
186,3.249,0.011
187,3.8298,0.1467
188,3.517,0.0388
189,3.2634,0.0706
190,3.8935,-0.1391
191,2.9632,0.1004
192,3.0711,-0.1228
193,2.5842,0.0138
194,3.2433,0.1001
195,2.4278,0.0129
196,3.417,0.0429
197,3.0994,-0.0339
198,2.8166,-0.0333
199,3.1997,0.0042
200,3.9519,-0.0031
201,2.4624,0.0862
202,3.8392,-0.177
203,3.7366,-0.1192
204,3.9208,0.2085
205,3.3326,0.0402
206,3.1099,0.103
207,2.7647,-0.1318
208,3.6833,-0.0738
209,2.7301,-0.0065
210,2.7511,0.0596
211,3.9233,-0.0586
212,3.2698,0.1298
213,3.6569,-0.0486
214,3.5294,-0.0754
215,3.053,-0.187
216,3.2204,-0.1602
217,3.9559,-0.1293
218,3.7936,0.142
219,3.0058,-0.0921
220,2.605,-0.1818
221,3.2114,0.1367
222,2.8755,-0.0923
223,3.0455,0.2407
224,1.9953,-0.047
225,3.3765,-0.1056
226,3.794,-0.201
227,3.8428,0.1404
228,2.2636,0.0855
229,2.9375,-0.0502
230,2.5017,-0.0428
231,3.4634,-0.1262
232,4.3107,0.1255
233,2.4403,-0.0814
234,4.135,-0.0438
235,3.873,0.0214
236,3.7479,-0.0049
237,3.3805,0.0803
238,3.3202,0.1195
239,3.8488,-0.1298
240,4.0064,0.1008
241,3.2397,0.018
242,2.5959,-0.0901
243,3.41,-0.1464
244,3.3038,-0.2199
245,3.3185,-0.0301
246,2.8658,-0.1853
247,3.0474,-0.1298
248,3.9164,-0.0488
249,3.0196,-0.1475
250,3.0696,0.1786
251,3.5453,-0.069
252,4.0523,-0.0753
253,3.7673,-0.1478
254,3.2483,0.2639
255,2.8471,-0.0631
256,3.5216,-0.0698
257,3.2645,-0.1687
258,3.7733,-0.1461
259,3.3513,-0.0585
260,3.4326,-0.1704
261,3.9466,-0.167
262,4.1426,-0.2832
263,3.6497,-0.0814
264,3.0919,-0.1557
265,2.8652,-0.2397
266,4.6891,-0.0225
267,3.0958,0.0548
268,3.5426,0.1021
269,3.6961,-0.0913
270,2.3176,-0.0532
271,3.8871,-0.4223
272,3.0297,0.0945
273,3.4346,-0.2345
274,3.24,-0.1393
275,3.1289,-0.1769
276,4.1002,-0.0385
277,4.3888,-0.0056
278,3.4795,-0.0024
279,4.2732,0.1236
280,3.9076,-0.1195
281,3.8775,-0.0015
282,2.9618,0.0854
283,3.1261,-0.0624
284,2.1173,0.0975
285,2.8468,-0.1111
286,3.3747,0.0404
287,2.6505,0.0576
288,3.3734,0.1878
289,2.4266,-0.0828
290,2.8844,-0.1977
291,2.7954,-0.2528
292,3.9227,-0.0863
293,3.1687,-0.0945
294,3.1014,-0.079
295,3.6853,-0.3327
296,3.9236,-0.1886
297,3.6253,-0.0044
298,2.7666,-0.1622
299,2.981,-0.1214
300,3.7111,0.1668
301,3.6797,0.0168
302,3.2238,-0.0315
303,3.2733,0.2216
304,3.0175,-0.0517
305,3.7842,-0.1955
306,3.1899,-0.222
307,2.8553,-0.1341
308,3.9353,0.1759
309,3.9332,-0.1731
310,3.0696,0.1413
311,1.9782,-0.1133
312,3.7708,0.251
313,3.042,-0.0596
314,4.1828,-0.226
315,3.3237,-0.0174
316,3.135,-0.1017
317,3.0943,-0.1397
318,2.8517,0.0511
319,4.3577,0.1093
320,3.3867,0.0856
321,2.8676,0.0587
322,2.9453,0.0638
323,2.6462,-0.0502
324,3.08,-0.0584
325,4.0403,-0.1212
326,3.4532,-0.0255
327,3.1456,0.0696
328,3.8252,-0.0856
329,4.0014,-0.0402
330,2.614,-0.0006
331,3.5704,-0.1069
332,3.7514,-0.0917
333,4.053,-0.0318
334,3.3863,-0.2974
335,3.8379,-0.1543
336,3.4421,-0.1412
337,3.8155,-0.0249
338,2.295,0.0089
339,3.5335,0.1168
340,3.862,0.0555
341,4.6152,-0.1139
342,3.9017,-0.2031
343,3.22,-0.0919
344,3.7867,0.0978
345,4.4932,0.0684
346,4.418,-0.1614
347,4.341,-0.0843
348,2.5319,-0.2152
349,3.5686,-0.017
350,2.3912,-0.3401
351,4.1818,-0.0833
352,2.8824,0.1613
353,2.6697,-0.1947
354,3.2307,-0.3074
355,3.4115,0.0312
356,3.0782,-0.1652
357,3.2759,0.1197
358,3.2053,0.0978
359,3.948,0.1347
360,4.3045,-0.0326
361,3.5916,-0.199
362,3.0575,-0.0515
363,3.1673,-0.1949
364,2.4495,0.1297
365,3.8068,-0.2295
366,3.0338,-0.0518
367,3.0033,-0.0934
368,3.637,-0.2244
369,3.2247,-0.2922
370,3.6284,0.0993
371,2.9185,-0.0351
372,3.0259,-0.0364
373,3.6577,-0.0396
374,3.5242,-0.0049
375,2.9489,0.1291
376,3.3812,0.1114
377,3.1398,-0.1244
378,3.4714,0.2174
379,3.2362,-0.245
380,3.3074,0.1195
381,4.2236,0.1102
382,4.1697,-0.2004
383,3.4483,-0.3345
384,3.5619,-0.0616
385,3.0972,0.0376
386,3.3355,-0.1171
387,3.1137,0.0453
388,3.6021,-0.0159
389,3.6054,0.3286
390,2.8573,-0.2221
391,3.9667,-0.1549
392,3.9319,-0.1282
393,3.6379,-0.3216
394,4.0942,-0.2006
395,3.2894,-0.0829
396,2.7241,-0.0963
397,4.1884,-0.1663
398,3.159,-0.0622
399,2.9566,-0.0975
400,2.728,-0.2115
401,2.3683,0.0505
402,3.7702,0.1124
403,3.6217,-0.376
404,2.6676,0.0782
405,3.3445,-0.0136
406,2.6047,-0.3877
407,3.556,0.1681
408,2.6341,-0.0043
409,2.8652,-0.0912
410,2.9624,-0.0165
411,2.9025,-0.0008
412,2.9806,0.0112
413,2.9262,-0.0817
414,2.8927,0.0421
415,3.2341,-0.0069
416,2.0152,0.0534
417,3.1946,-0.0042
418,3.9495,-0.4419
419,3.182,0.082
420,3.1725,-0.3045
421,3.4656,-0.1683
422,3.7651,-0.2884
423,3.0461,-0.1007
424,3.5196,-0.1146
425,3.1073,-0.0136
426,3.0397,-0.172
427,4.1436,0.0036
428,3.3827,-0.1006
429,3.4023,-0.2586
430,2.9141,-0.1226
431,3.1142,-0.1755
432,3.461,-0.1589
433,3.1792,0.0195
434,3.3916,-0.3701
435,3.5108,-0.3442
436,3.8747,-0.0725
437,3.3411,-0.2376
438,2.3726,-0.0879
439,2.2669,0.044
440,3.1202,-0.1337
441,3.1461,-0.1076
442,3.1846,-0.1558
443,3.2283,-0.1485
444,3.9627,-0.317
445,2.6683,-0.1629
446,2.6354,0.0315
447,3.3583,0.0073
448,3.5271,0.2295
449,2.9785,-0.0174
450,2.6472,-0.1912
451,3.0832,-0.1505
452,2.4576,0.0367
453,2.3522,-0.0692
454,3.5472,0.1858
455,3.0385,-0.063
456,2.417,-0.2819
457,2.788,-0.2699
458,3.8258,-0.3319
459,3.7541,-0.4015
460,3.219,-0.197
461,3.2684,0.0051
462,3.3641,-0.0575
